,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Belt,Hem Shaped,Top Type,Arabian Clothing,Placket
313,swpants04200827259,Bleached Wash Ripped Jeans,16.0,411,2,1,7,0,15,3,31,9,356,72,19,,Light Wash,,Cropped,Skinny,,,,,"Ripped, Raw Hem, Button, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,,,,,
314,swpants04200714547,Bleach Wash High Stretch Ripped Jeans,16.0,411,2,1,7,0,15,3,31,9,356,72,19,,Medium Wash,Plain,Cropped,Skinny,,,,,"Ripped, Raw Hem, Button, Pocket, Zipper, Raw Wash",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,Zipper Fly,Natural,,,,,,,,,,
315,swdress02200925265,Allover Floral Belted Shirt Dress,8.99,71,1,1,2,0,6,2,5,2,58,20,10,Boho,Multicolor,"Floral, All Over Print",Short,Shirt,Collar,Long Sleeve,Regular Sleeve,,"Belted, Button Front",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Yes,Straight,,,
316,swouter07200818713,SHEIN Double Button Flare Hem Waterfall Coat,33.0,653,0,0,2,1,5,2,16,3,630,184,40,Elegant,Mocha Brown,Plain,Long,Pea Coat,Waterfall,Long Sleeve,Regular Sleeve,,Double Button,Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,,,,,,Flared,,Yes,Double Breasted
317,swouter07201026635,SHEIN Double Button Flare Hem Waterfall Coat,37.0,653,0,0,2,1,5,2,16,3,630,184,44,Elegant,Coral Pink,Plain,Long,Pea Coat,Waterfall,Long Sleeve,Regular Sleeve,,"Contrast Faux Fur, Double Button, Pocket",Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,,,,,,Flared,,Yes,Double Breasted
318,swouter07201026877,SHEIN Double Button Flare Hem Waterfall Coat,33.0,653,0,0,2,1,5,2,16,3,630,184,40,Elegant,Dusty Blue,Plain,Long,Pea Coat,Waterfall,Long Sleeve,Regular Sleeve,,Double Button,Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,,,,,,Flared,,Yes,Double Breasted
319,swtee07200828055,SHEIN Lettuce Trim Ruched Front Top,3.99,1211,8,2,16,5,38,7,111,41,1038,330,4,Casual,White,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Ruched, Rib-Knit",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
320,swtee07201016879,SHEIN Lettuce Trim Ruched Front Top,3.99,1211,8,2,16,5,38,7,111,41,1038,330,4,Elegant,Black,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Ruched, Rib-Knit",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
321,swtee07201016814,SHEIN Lettuce Trim Ruched Front Top,3.0,1211,8,2,16,5,38,7,111,41,1038,330,3,Casual,Mocha Brown,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Ruched, Rib-Knit",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
322,swtee07201017933,SHEIN Lettuce Trim Ruched Front Top,3.99,1220,8,2,16,5,38,7,111,41,9,339,4,Casual,Dark Grey,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Ruched, Rib-Knit",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
323,swtee07201017950,SHEIN Lettuce Trim Ruched Front Top,3.99,1211,8,2,16,5,38,7,111,41,1038,330,4,Casual,"Pink, Pastel",Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Ruched",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
324,swvest23200914365,Waffle Knit Tank Top Without Blouse,9.0,1030,3,1,5,0,18,2,49,7,959,238,10,Casual,Dark Grey,Plain,Crop,Tank,V neck,,,,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
325,swvest23201013495,Waffle Knit Tank Top Without Blouse,6.0,1030,3,1,5,0,18,2,49,7,959,238,7,Casual,Burgundy,Plain,Crop,Tank,V neck,,,,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
326,swvest23201013582,Waffle Knit Tank Top Without Blouse,6.99,1030,3,1,5,0,18,2,49,7,959,238,8,Casual,Brown,Plain,Crop,Tank,V neck,,,,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
327,swvest23201013509,Waffle Knit Tank Top Without Blouse,5.99,1030,3,1,5,0,18,2,49,7,959,238,7,Casual,Dusty Blue,Plain,Crop,Tank,V neck,,,,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
328,swpants04191206079,Light Wash High-Waisted Mom Jeans,16.0,875,27,4,34,3,50,9,71,15,693,158,19,,Light Wash,Plain,Long,Straight Leg,,,,,"Button, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,"Button Fly, Zipper Fly",High Waist,,,,,,,,,,
329,swtee23201014061,Drop Shoulder Striped Tee,8.99,1110,13,4,12,2,44,16,75,23,967,251,10,Casual,Grey,Striped,Regular,,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
330,swtee04200730094,Drop Shoulder Striped Tee,8.99,1110,13,4,12,2,1110,296,75,23,967,251,10,Casual,White,Striped,Regular,,Boat Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
331,swtee23201014038,Drop Shoulder Striped Tee,8.99,1110,13,4,12,2,44,16,75,23,967,251,10,Casual,Black,Striped,Regular,,"Round Neck, Boat Neck",Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
332,swtee23201117547,Batwing Sleeve Striped Tee,6.99,1110,13,4,12,2,44,16,75,23,967,251,8,Casual,Dark Green,Striped,Regular,,Scoop Neck,Long Sleeve,Batwing Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
333,swtee23201117598,Batwing Sleeve Striped Tee,6.99,1110,13,4,12,2,44,16,75,23,967,251,8,Casual,Army Green,Striped,Regular,,Scoop Neck,Long Sleeve,Batwing Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
334,swtee23201117927,Batwing Sleeve Striped Tee,6.99,1110,13,4,12,2,44,16,75,23,967,251,8,Casual,Brown,Striped,Regular,,Scoop Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
335,swtwop07200915836,SHEIN Drop Shoulder Teddy Pullover & Pants Set,18.0,170,1,0,2,1,5,1,7,2,155,45,21,Casual,Mocha Brown,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Shearling,Non-Stretch,No,Regular Fit,,,,,,,Pants,,,Sweatshirt,,
336,swblouse07200930534,SHEIN Floral Lantern Sleeve Knot Front Top,8.0,1400,2,1,10,2,22,8,53,16,1314,476,9,Elegant,Navy Blue,Floral,Regular,Top,Round Neck,Long Sleeve,Bishop Sleeve,Pullovers,Knot,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
337,swblouse07200908199,SHEIN Tie Neck Lantern Sleeve Floral Top,6.99,1400,1400,503,10,2,22,8,53,16,1314,476,8,Casual,Multicolor,"Floral, All Over Print",Regular,Top,Tie Neck,Long Sleeve,"Bishop Sleeve, Drop Shoulder",Pullovers,,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
338,swblouse07201205452,SHEIN Tie Neck Lantern Sleeve Floral Top,6.0,1400,2,1,10,2,22,8,53,16,1314,476,7,Casual,Multicolor,"Floral, All Over Print",Regular,Top,Tie Neck,Long Sleeve,"Bishop Sleeve, Drop Shoulder",Pullovers,,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
339,swtee07200911305,SHEIN Mock-neck Fitted Crop Tee,4.99,3689,13,2,28,4,79,18,189,46,3380,1045,6,Basics,Black,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
340,teemmc181030706,SHEIN Mock Neck Long Sleeve Crop Top,3.99,3689,13,2,28,4,79,18,189,46,3380,1045,4,Basics,Grey,Plain,Crop,,Stand Collar,Long Sleeve,,Pullovers,,Spring/Summer,"10% Spandex, 90% Polyester",,High Stretch,,Slim Fit,,,,,,,,,,,,
341,swtee07200803597,SHEIN Halter Neck Zip Front Ruched Tee,12.99,453,1,0,5,1,21,8,26,4,401,90,15,Sexy,White,Plain,Crop,,Halter,Long Sleeve,Regular Sleeve,Placket,"Ruched, Zipper",Spring/Summer,"10% Spandex, 90% Nylon",Nylon,High Stretch,No,Slim Fit,,,,,,,,,,,,
342,swjacket07200806311,SHEIN Flap Pocket PU Leather Crop Jacket,24.0,539,1,0,3,0,4,1,40,8,491,125,29,Casual,Black,Plain,Crop,Other,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Zipper, Button Front",Fall/Winter,100% PU Leather,PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Zipper
343,swjacket07201105264,SHEIN Flap Pocket PU Leather Crop Jacket,11.0,539,1,0,3,0,4,1,40,8,491,125,13,Casual,Maroon,Plain,Crop,Other,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Zipper, Button Front",Fall/Winter,100% PU Leather,PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Zipper
344,swjacket07201105475,SHEIN Flap Pocket PU Leather Crop Jacket,13.99,539,1,0,3,0,4,1,40,8,491,125,16,Casual,Mocha Brown,Plain,Crop,Other,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Zipper, Button Front",Fall/Winter,100% PU Leather,PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Zipper
345,swsweater02201008209,Stand Collar Bishop Sleeve Sweater,20.0,1273,15,3,18,5,47,16,81,20,1115,324,24,Casual,Apricot,Plain,Regular,Pullovers,Stand Collar,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,No,,,,,,,,
346,swsweater02201021122,Stand Collar Bishop Sleeve Sweater,20.0,1273,15,3,18,5,47,16,81,20,1115,324,24,Casual,White,Plain,Regular,Pullovers,Stand Collar,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,No,,,,,,,,
347,swblouse07201007463,SHEIN Lantern Sleeve Button Front Blouse,15.0,333,10,0,11,2,16,5,24,8,272,53,18,Elegant,White,Plain,Long,Tunic,Collar,Long Sleeve,Bishop Sleeve,Placket,"Button, Button Front",Spring/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
348,swblouse07201105594,SHEIN Lantern Sleeve Button Front Blouse,6.49,333,10,0,11,2,16,5,24,8,272,53,7,Elegant,Black,Plain,Long,Tunic,Collar,Long Sleeve,Bishop Sleeve,Placket,"Button, Button Front",Spring/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
349,swblouse07201105665,SHEIN Lantern Sleeve Button Front Blouse,6.49,333,10,0,11,2,16,5,24,8,272,53,7,Elegant,Orange,Plain,Long,Tunic,Collar,Long Sleeve,Bishop Sleeve,Placket,"Button, Button Front",Spring/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
350,swblouse07201105786,SHEIN Lantern Sleeve Button Front Blouse,6.49,333,10,0,11,2,16,5,24,8,272,53,7,Elegant,Khaki,Plain,Long,Tunic,Collar,Long Sleeve,Bishop Sleeve,Placket,"Button, Button Front",Spring/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
351,swvest07201204288,SHEIN Rib-knit Velvet Bandana Cami Top,3.0,70,0,0,0,0,0,0,4,2,68,13,3,Casual,Black,Plain,Crop,Cami,Spaghetti Strap,,,,"Asymmetrical, Rib-Knit",Fall/Winter,"10% Spandex, 90% Polyester",Velvet,Slight Stretch,No,Slim Fit,,,,,,,,,Asymmetrical,,,
352,swblouse23201202339,Sheer Lace Yoke Keyhole Back Polka Dot Top,12.0,137,1,1,1,0,1,0,11,1,123,16,14,Elegant,Apricot,"Polka Dot, Colorblock",Regular,Top,Peter Pan Collar,Long Sleeve,Regular Sleeve,Pullovers,"Contrast Lace, Cut Out, Sheer, Contrast Collar, Button",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
353,swblouse23201015924,Sheer Lace Yoke Keyhole Back Polka Dot Top,12.0,137,1,1,1,0,1,0,11,1,123,16,14,Elegant,Black and White,"Polka Dot, Colorblock",Regular,Top,Peter Pan Collar,Long Sleeve,Regular Sleeve,Pullovers,"Contrast Lace, Cut Out, Sheer, Contrast Collar, Button",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
354,swtwop03200806858,Crop Sweater Top With Knit Pants,19.0,1660,4,0,7,1,27,6,84,27,1538,418,23,Casual,Beige,Plain,,Pants,Scoop Neck,Sleeveless,,,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
355,swsweater07200817713,SHEIN V-neck Argyle Pattern Sweater,18.0,225,1,0,0,0,2,0,26,8,196,61,21,Preppy,Multicolor,Geometric,Crop,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"53% Acrylic, 25% Nylon, 22% Polyester",Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
356,swpants04200825696,High Waist Colorblock Slit Hem Wide Leg Jeans,20.0,274,4,0,7,6,11,2,25,5,230,62,24,,Black,Colorblock,Long,Wide Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
357,swjumpsui42200721023,Eilly Bazar Zip Front Tie Waist Shirt Jumpsuit,20.0,187,3,0,2,1,9,3,9,4,164,44,24,Casual,Army Green,Plain,Long,Shirt,Collar,Short Sleeve,Roll Up Sleeve,,"Ring, Zipper, Tie Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Yes,,,,
358,swjumpsui42201102036,Eilly Bazar Zip Front Tie Waist Flap Pocket Shirt Jumpsuit,20.0,187,3,0,2,1,9,3,9,4,164,44,24,Casual,Black,Plain,Long,Shirt,Collar,Short Sleeve,Regular Sleeve,,"Belted, Pocket, Zipper",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Yes,,,,
359,swjumpsui42201103386,Eilly Bazar Zip Front Tie Waist Shirt Jumpsuit,20.0,187,3,0,2,1,9,3,9,4,164,44,24,Casual,Apricot,Plain,Long,Shirt,Collar,Short Sleeve,Roll Up Sleeve,,"Belted, Pocket, Ring, Zipper, Tie Front",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Yes,,,,
360,swdress44200805227,Allover Floral Print Contrast Lace A-line Dress,13.0,394,4,2,7,0,21,3,34,5,330,68,15,Casual,Black,"Floral, All Over Print",Short,A Line,Deep V Neck,Long Sleeve,Regular Sleeve,,Contrast Lace,Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
361,swtee07201008512,SHEIN Mock-neck Mesh Yoke Velvet Tee,3.99,1503,7,0,0,0,14,7,27,19,1455,455,4,Elegant,Black,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Sheer, Contrast Mesh, Rib-Knit",Fall/Winter,"5% Spandex, 95% Polyester",Velvet,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
362,swtee07201103714,SHEIN Mock-neck Mesh Yoke Velvet Tee,4.99,1503,7,0,0,0,14,7,27,19,1455,455,6,Glamorous,Maroon,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Sheer, Contrast Mesh, Rib-Knit",Fall/Winter,"5% Spandex, 95% Polyester",Velvet,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
363,swtee07201103593,SHEIN Mock-neck Mesh Yoke Velvet Tee,4.99,1503,7,0,0,0,14,7,27,19,1455,455,6,Elegant,Dusty Purple,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Sheer, Contrast Mesh, Rib-Knit",Fall/Winter,"5% Spandex, 95% Polyester",Velvet,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
364,swtee04200817880,Zip-Up Placket Long Sleeve Cropped Tee,9.99,365,0,0,1,1,6,0,15,3,343,80,12,Casual,Black,Plain,Crop,,Collar,Long Sleeve,Regular Sleeve,Placket,"Zipper, Rib-Knit",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
365,swtwop07200916174,SHEIN Contrast Leopard Panel Colorblock Tee and Joggers Set,15.0,381,2,0,2,1,16,5,18,2,0,0,18,Sporty,Black,"Colorblock, Leopard",,,Round Neck,Long Sleeve,Regular Sleeve,,,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Regular Fit,,,,,,,Leggings,,,Tee,,
366,swouter04201030577,Drop Shoulder Button Front Oversized Coat,11.49,99,5,2,1,0,1,0,1,0,91,22,13,Casual,Grey,Plain,Short,Other,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,,,,,Single Breasted
367,swouter04200724166,Drop Shoulder Button Front Oversized Coat,17.99,99,5,2,1,0,1,0,1,0,91,22,21,Casual,Beige,Plain,Short,Other,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,,,,,Single Breasted
368,swvest07201201013,SHEIN Tie Dye Lettuce Trim Cami Top,4.0,40,0,0,0,0,0,0,3,0,37,4,4,Casual,Multicolor,Tie Dye,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
369,swouter07200915480,SHEIN Flap Pocket Front Plaid Coat,24.0,357,3,1,1,0,2,0,23,9,329,71,29,Preppy,Black and White,Plaid,Short,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Single Breasted
370,swouter07201015756,SHEIN Flap Pocket Front Plaid Coat,24.0,357,3,1,1,0,2,0,23,9,329,71,29,Preppy,Multicolor,Plaid,Short,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button",Fall/Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Single Breasted
371,swdress07201226183,SHEIN Wrap Detail Strawberry Bodycon Dress,5.0,0,0,0,0,0,0,0,0,0,0,0,6,Casual,Pink,"Fruit&Vegetable, All Over Print",Mini,Bodycon,Spaghetti Strap,Sleeveless,,,Wrap,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,
372,swpants04201130521,High Waist Straight Leg Jeans,20.0,2,0,0,0,0,0,0,0,0,2,0,24,,Medium Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper, Washed",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
373,swtwop03201020299,Velvet Contrast Leopard Jacket & Sweatpants,22.0,229,1,1,5,1,8,3,10,4,206,41,26,Casual,Black,Leopard,,,Collar,Long Sleeve,Regular Sleeve,,Side Stripe,Fall/Winter,"65% Cotton, 35% Polyester",Velvet,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,Jackets,,
374,swtwop03201208901,Velvet Leopard Panel Jacket With Joggers,22.0,229,1,1,5,1,8,3,10,4,206,41,26,Sporty,Dark Green,Leopard,,,Collar,Long Sleeve,Regular Sleeve,,,Fall/Winter,"65% Cotton, 35% Polyester",Velvet,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,,,Jackets,,
375,swsweatsh04200817744,Leopard Print Sleeve Crisscross Top,12.99,845,8,0,6,2,24,5,49,12,759,176,15,Casual,Black,"Colorblock, Leopard",Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,,Criss Cross,Spring/Fall,"96% Acrylic, 4% Spandex",Acrylic,High Stretch,No,Regular Fit,,,,,,,,,,,,
376,swsweatsh04201119964,Leopard Print Sleeve Crisscross Top,12.99,845,8,0,6,2,24,5,49,12,759,176,15,Casual,Coffee Brown,"Colorblock, Leopard",Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,,Criss Cross,Spring/Fall,"96% Acrylic, 4% Spandex",Acrylic,High Stretch,No,Regular Fit,,,,,,,,,,,,
377,swsweater04200819246,Drop Shoulder Cable Knit Crop Sweater,13.0,9206,15,4,34,13,146,38,457,131,8554,2828,15,Casual,Blue,Plain,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,,,,,,,,,
378,swsweater04200819999,Drop Shoulder Cable Knit Crop Sweater,13.0,9206,15,4,34,13,146,38,457,131,8554,2828,15,Casual,White,Plain,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,,,,,,,,,
379,swsweater04200819355,Solid Cable Knit Sweater,13.0,9206,15,4,34,13,146,38,457,131,8554,2828,15,Casual,Grey,Plain,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,,,,,,,,,
380,swsweater04200819094,Drop Shoulder Cable Knit Sweater,13.0,9206,15,4,34,13,146,38,457,131,8554,2828,15,Casual,"Pastel, Baby Pink",Plain,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,,,,,,,,,
381,swsweater04201112426,Drop Shoulder Cable Knit Sweater,13.0,9206,15,4,34,13,146,38,457,131,8554,2828,15,Casual,Black,Plain,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,,,,,,,,,
382,swsweater04201116745,Drop Shoulder Cable Knit Sweater,13.0,9206,15,4,34,13,146,38,457,131,8554,2828,15,Casual,Green,Plain,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,,,,,,,,,
383,swsweatsh23200908714,Drop Shoulder Zip Up Drawstring Hoodie,14.99,327,1,0,1,0,4,1,15,5,306,64,18,Casual,Black,Plain,Crop,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,,,,,
384,swsweater04200714644,Drop Shoulder Oversize Sweater,20.0,599,3,1,1,0,8,3,26,13,561,197,24,Casual,Multicolor,,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,"30% Acrylic, 70% Nylon",Nylon,High Stretch,No,Oversized,,,,,,,,,,,,
385,swsweater04200923129,Drop Shoulder Fuzzy Knit Sweater,11.0,599,3,1,1,0,8,3,26,13,561,197,13,Casual,"Yellow, Pastel",,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"30% Acrylic, 70% Nylon",Nylon,High Stretch,No,Oversized,,,,No,,,,,,,,
386,swsweatsh23200811763,Zip Up Drop Shoulder Letter Graphic Crop Hoodie,14.99,1493,7,2,9,3,24,5,88,22,1366,318,18,Casual,Light Grey,Letter,Crop,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,Zipper,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
387,swsweatsh23201215863,Zip Up Drop Shoulder Letter Graphic Crop Hoodie,14.99,1493,7,2,9,3,24,5,88,22,1366,318,18,Casual,Black,Letter,Crop,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,Zipper,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
388,swsweatsh23201215376,Zip Up Drop Shoulder Letter Graphic Crop Hoodie,14.99,1493,7,2,9,3,24,5,88,22,1366,318,18,Casual,White,Letter,Crop,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,Zipper,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
389,swjumpsui07201012807,SHEIN Sheer Mesh Sleeve Half Zipper Placket Crocodile Embossed Jumpsuit,14.0,225,2,0,1,0,3,0,7,3,212,66,17,Glamorous,Black,Crocodile,Long,Unitard,Stand Collar,Long Sleeve,Regular Sleeve,,"Contrast Mesh, Sheer, Zipper",All,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Skinny,,High Waist,,,,,,,,,,
390,swbodysui01200819767,Letter Graphic Drawstring Hooded Bodysuit,15.0,322,1,0,2,0,8,0,22,5,290,79,18,Casual,Black,Letter,,Sweatshirt,Hooded,Long Sleeve,Drop Shoulder,,Drawstring,Spring/Fall,"5% Cotton, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,Natural,,,,,,,,,,
391,swdress07200829315,SHEIN Rhinestone Shoulder Strap Criss Cross Back Glitter Dress,7.0,609,9,2,5,0,11,1,18,9,567,197,8,Glamorous,Gold,Plain,Mini,Bodycon,Spaghetti Strap,Sleeveless,,,"Backless, Criss Cross, Draped, Rhinestone",All,"5% Spandex, 95% Polyester",Glitter,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,
