,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Hem Shaped,Placket,Arabian Clothing,Belt,Top Type
326,swpants04200728882,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,20.0,3809,43,7,67,7,143,16,303,63,3243,640,24,,Light Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,,,,,
327,swpants04200804735,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,21.0,3809,0,0,67,7,143,16,303,63,3243,640,25,,Medium Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,,,,,
328,swpants04200804752,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,20.0,3809,43,7,67,7,143,16,303,63,3243,640,24,,Medium Wash,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,,,,,
329,swpants04200804125,SHEIN BASICS Stone Wash Middle-Waisted Straight Jeans,22.0,3809,43,7,67,7,143,16,3809,733,3243,640,26,,Black,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,,,,,
330,swpants04201106685,High Waist Slant Pocket Straight Jeans,21.0,3809,0,0,67,7,0,0,303,63,3243,640,25,,Dark Grey,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,,,,,
331,swtee01201117434,Angel & Letter Graphic Tee,7.99,813,1,1,2,0,6,1,26,4,0,0,9,Casual,Khaki,"Letter, Figure",Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
332,swtee01201208705,Angel & Letter Graphic Tee,7.99,813,0,0,2,0,6,1,26,4,773,80,9,Casual,Baby Blue,"Letter, Figure",Regular,,Round Neck,"Short Sleeve, Half Sleeve",Regular Sleeve,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
333,swtee01201208745,Angel & Letter Graphic Tee,7.99,813,0,0,2,0,6,1,26,4,773,80,9,Casual,Lilac Purple,"Letter, Figure",Regular,,Round Neck,"Short Sleeve, Half Sleeve",Regular Sleeve,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
334,swtee01201208665,Angel & Letter Graphic Tee,7.99,813,1,1,2,0,6,1,26,4,773,80,9,Casual,Mint Green,"Letter, Figure",Regular,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
335,swtee01201208976,Angel & Letter Graphic Tee,7.99,813,1,1,0,0,6,1,26,4,773,80,9,Casual,Black,"Letter, Figure",Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
336,swpants07201110952,SHEIN Flare Leg Velvet Pants,10.0,305,0,0,3,0,2,0,14,3,287,64,12,Elegant,Chocolate Brown,Plain,Long,Flare Leg,,,,,,Fall/Winter,"5% Spandex, 95% Polyester",Velvet,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
337,swpants07200907784,SHEIN Flare Leg Velvet Pants,10.0,305,0,0,3,0,2,0,14,3,287,64,12,Glamorous,Violet Purple,Plain,Long,Flare Leg,,,,,,All,"5% Spandex, 95% Polyester",Velvet,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
338,swpants07201110781,SHEIN Flare Leg Velvet Pants,10.0,305,0,0,3,0,2,0,14,3,287,64,12,Elegant,Black,Plain,Long,Flare Leg,,,,,,Fall/Winter,"5% Spandex, 95% Polyester",Velvet,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
339,swpants04201105175,Pocket Detail Straight Leg Pants,14.0,241,3,0,1,0,0,0,28,3,3,29,17,Casual,Coffee Brown,Plain,Long,Sweatpants,,,,,Pocket,All,"80% Cotton, 20% Polyester",Cotton,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
340,swpants04201224668,Pocket Detail Sweatpants,14.0,238,3,0,0,0,11,2,0,0,195,26,17,Casual,Black,Plain,Long,Sweatpants,,,,,Pocket,All,"80% Cotton, 20% Polyester",Cotton,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
341,swblouse44200930887,Swiss Dot Lace Panel Blouse,11.0,1668,16,1,17,4,38,8,0,0,1479,215,13,Elegant,White,Plain,Regular,Top,Deep V Neck,Long Sleeve,Puff Sleeve,Pullovers,Contrast Lace,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
342,swblouse44201120552,Swiss Dot Lace Panel Blouse,13.0,1668,16,1,17,4,38,8,121,21,1479,215,15,Elegant,Baby Pink,Plain,Regular,Top,Deep V Neck,Long Sleeve,Puff Sleeve,Pullovers,Contrast Lace,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
343,swblouse44201120397,Swiss Dot Lace Panel Blouse,12.0,1668,16,1,17,4,38,8,121,21,1479,215,14,Elegant,Beige,Plain,Regular,Top,Deep V Neck,Long Sleeve,Puff Sleeve,Pullovers,Contrast Lace,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
344,swblouse44201120430,Swiss Dot Lace Panel Blouse,12.0,1671,16,1,1671,249,38,8,121,21,1479,215,14,Elegant,Lilac Purple,Plain,Regular,Top,Deep V Neck,Long Sleeve,Puff Sleeve,Pullovers,Contrast Lace,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
345,swblouse44201120295,Swiss Dot Lace Panel Blouse,12.0,1671,16,1,17,4,38,8,121,21,1479,215,14,Elegant,Baby Blue,Plain,Regular,Top,Deep V Neck,Long Sleeve,Puff Sleeve,Pullovers,Contrast Lace,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
346,swblouse44201120465,Swiss Dot Lace Panel Blouse,12.0,1671,0,0,17,4,38,8,121,21,1479,215,14,Elegant,Mint Green,Plain,Regular,Top,Deep V Neck,Long Sleeve,Puff Sleeve,Pullovers,Contrast Lace,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
347,swsweatsh24201215988,Zip Up Drop Shoulder Crop Hoodie,9.99,195,0,0,1,0,195,11,9,0,187,11,12,Casual,Black,Plain,Crop,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
348,swsweatsh24201215798,Drop Shoulder Thermal Lined Zip-up Hoodie,9.99,195,0,0,1,0,0,0,9,0,187,11,12,Casual,Violet Purple,Plain,Crop,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,Zipper,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
349,swsweatsh24201215288,Drop Shoulder Thermal Lined Zip-up Hoodie,9.99,195,0,0,1,0,0,0,9,0,187,11,12,Casual,Baby Pink,Plain,Crop,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,Zipper,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
350,swsweatsh24201215083,Zip Up Drop Shoulder Crop Hoodie,9.99,195,0,0,1,0,0,0,9,0,187,11,12,Casual,Light Grey,Plain,Crop,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
351,swskirt44201015119,All Over Print Split Thigh Skirt,8.0,6558,33,8,60,12,193,39,396,101,5880,1843,9,Casual,Multicolor,All Over Print,Long,Slit,,,,,Split,Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,
352,swskirt44200914585,All Over Print Split Thigh Skirt,9.0,6558,33,8,60,12,193,39,6558,2003,5880,1843,10,Casual,Multicolor,All Over Print,Long,Slit,,,,,Split,Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,
353,swskirt44201110689,All Over Print Split Thigh Skirt,8.0,6558,33,8,60,12,193,39,6558,2003,5880,1843,9,Boho,Multicolor,All Over Print,Midi,Slit,,,,,Split Thigh,Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,
354,swtee07201110866,SHEIN Drawstring Front Rib-knit Tee,4.99,2890,10,1,18,4,86,13,199,37,2577,548,6,Casual,White,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Drawstring, Ruched, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
355,swtee07200908997,SHEIN Drawstring Front Rib-knit Tee,4.99,2890,0,0,18,4,86,13,199,37,2577,548,6,Casual,Camel,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Drawstring, Ruched, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
356,swtee07201110668,SHEIN Drawstring Front Rib-knit Tee,4.99,2890,10,1,18,4,86,13,199,37,2577,548,6,Casual,Rust Brown,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Drawstring, Ruched, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
357,swtee07201110792,SHEIN Drawstring Front Rib-knit Tee,4.99,2890,2890,603,18,4,86,13,199,37,2890,603,6,Casual,Black,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Drawstring, Ruched, Rib-Knit",Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
358,swtee07201113407,SHEIN Drawstring Front Rib-knit Tee,4.99,2890,10,1,18,4,86,13,199,37,0,0,6,Casual,Light Grey,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Drawstring, Ruched, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
359,swtee07201113376,SHEIN Drawstring Front Rib-knit Tee,4.99,2890,10,1,18,4,86,13,0,0,2577,548,6,Casual,"Red, Bright",Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Drawstring, Ruched, Rib-Knit",Spring,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
360,swsweatsh24201209715,Kangaroo Pocket Thermal Lined Hoodie,8.99,195,6,1,5,1,0,0,21,4,156,11,10,Casual,White,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
361,swsweatsh24201209143,Kangaroo Pocket Thermal Lined Hoodie,8.99,195,6,1,5,1,10,1,21,4,156,11,10,Casual,Black,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
362,swsweatsh24201210287,Kangaroo Pocket Thermal Lined Hoodie,7.99,195,6,1,5,1,10,1,21,4,156,11,9,Casual,Purple,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
363,swsweatsh24201210618,Kangaroo Pocket Thermal Lined Hoodie,7.99,195,6,1,195,18,10,1,21,4,156,11,9,Casual,Red,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
364,swsweatsh24201211212,Kangaroo Pocket Thermal Lined Hoodie,7.99,195,6,1,5,1,10,1,21,4,0,0,9,Casual,Grey,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
365,swsweater03201104331,Ribbed Fitted Turtleneck Sweater,9.0,10000,0,0,0,0,0,0,0,0,9999,5857,10,Casual,Dusty Pink,Plain,Regular,Basic Tops,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Fall/Winter,"60% Lycra, 40% Polyester",Lycra,High Stretch,No,Slim Fit,,,,,,,,,,,,
366,swsweater03200923998,Ribbed Fitted Turtleneck Sweater,9.0,10000,0,0,0,0,0,0,0,0,9999,5857,10,Casual,Khaki,Plain,Regular,Basic Tops,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Fall/Winter,"60% Lycra, 40% Polyester",Lycra,High Stretch,No,Slim Fit,,,,,,,,,,,,
367,swsweater03201028928,Ribbed Fitted Turtleneck Sweater,10.0,10000,0,0,0,0,0,0,0,0,9999,5857,12,Casual,Black,Plain,Regular,Basic Tops,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"60% Lycra, 40% Polyester",Lycra,High Stretch,No,Slim Fit,,,,,,,,,,,,
368,swsweater03201104809,Ribbed Fitted Turtleneck Sweater,9.0,10000,0,0,0,0,0,0,0,0,9999,5857,10,Elegant,Army Green,Plain,Regular,Basic Tops,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Fall/Winter,"60% Lycra, 40% Polyester",Lycra,High Stretch,No,Slim Fit,,,,,,,,,,,,
369,swsweater03201105727,Ribbed Fitted Turtleneck Sweater,9.0,10000,0,0,0,0,0,0,0,0,9999,5857,10,Basics,Grey,Plain,Regular,Basic Tops,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Fall/Winter,"60% Lycra, 40% Polyester",Lycra,High Stretch,No,Slim Fit,,,,,,,,,,,,
370,swsweater03201105790,Ribbed Fitted Turtleneck Sweater,9.0,10000,0,0,0,0,0,0,0,0,9999,5857,10,Elegant,Redwood,Plain,Regular,Basic Tops,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Fall/Winter,"60% Lycra, 40% Polyester",Lycra,High Stretch,No,Slim Fit,,,,,,,,,,,,
371,swtee04201007381,Mock Neck Letter Embroidered Rib-knit Tee,7.99,4523,0,0,17,5,77,26,0,0,4223,947,9,Elegant,Apricot,Letter,Regular,,Funnel Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
372,swtee04201110547,Mock Neck Letter Embroidered Rib-knit Tee,7.99,4523,0,0,17,5,0,0,196,46,4223,947,9,Elegant,Violet Purple,Letter,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Embroidery, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
373,swtee04201110666,Mock Neck Letter Embroidered Tee,7.99,4523,11,3,17,5,77,26,196,46,4223,947,9,Casual,Mocha Brown,Letter,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
374,swtee04201110105,Mock Neck Letter Embroidered Tee,7.99,4523,11,3,17,5,77,26,0,0,4223,947,9,Elegant,White,Letter,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Embroidery,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
375,swtee04201110897,Mock Neck Letter Embroidered Rib-knit Tee,7.99,4523,11,3,17,5,77,26,196,46,4223,947,9,Elegant,Black,Letter,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Embroidery, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
376,swtee04201110012,Mock Neck Letter Embroidered Rib-knit Tee,7.99,4523,11,3,17,5,77,26,196,46,4223,947,9,Elegant,Mint Green,Letter,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Embroidery, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
377,swvest07201026925,SHEIN Rib-knit Crop Cami Top,3.0,1146,0,0,0,0,29,5,62,15,1041,153,3,Casual,Apricot,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
378,swvest07201119754,SHEIN Rib-knit Crop Cami Top,3.0,1146,3,0,11,1,29,5,62,15,1041,153,3,Casual,Black,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
379,swvest07201119738,SHEIN Rib-knit Crop Cami Top,3.0,1146,3,0,11,1,29,5,62,15,1041,153,3,Casual,Burgundy,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
380,swvest07201119791,SHEIN Rib-knit Crop Cami Top,3.0,1146,3,0,11,1,29,5,62,15,1041,153,3,Casual,White,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
381,swvest07201119527,SHEIN Rib-knit Crop Cami Top,3.0,1146,3,0,11,1,29,5,62,15,1041,153,3,Casual,Rust Brown,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
382,swvest07201123901,SHEIN Rib-knit Crop Cami Top,3.0,1146,3,0,11,1,29,5,62,15,1041,153,3,Casual,Mint Green,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
383,swtee07201027644,SHEIN Rib Knit Crop Top,3.99,1438,3,0,14,5,45,12,105,34,1271,333,4,Casual,Black,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
384,swtee07200928988,SHEIN Textured Knit Crop Top,3.99,1438,3,0,14,5,45,12,105,34,1271,333,4,Casual,White,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
385,swtee07201027172,SHEIN Textured Knit Crop Top,3.99,1438,0,0,14,5,45,12,105,34,1271,333,4,Casual,Dusty Pink,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
386,swtee07201103397,SHEIN Rib-knit Crop Top,2.99,1438,3,0,14,5,45,12,105,34,1271,333,3,Casual,Army Green,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
387,swtee07201218448,SHEIN Rib-knit Crop Top,3.99,1438,3,0,14,5,45,12,105,34,1271,333,4,Casual,"Pastel, Baby Blue",Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
388,swsweater02200928212,Solid Rib-Knit Drop Shoulder Sweater,17.0,10000,0,0,0,0,0,0,0,0,9999,3652,20,Casual,Dusty Blue,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
389,swsweater02200907209,Solid Rib-Knit Drop Shoulder Sweater,17.0,10000,0,0,0,0,0,0,0,0,9999,3652,20,Casual,Lilac Purple,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
390,swsweater02200928978,Solid Rib-Knit Drop Shoulder Sweater,17.0,10000,0,0,0,0,0,0,0,0,9999,3652,20,Casual,Dusty Pink,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
391,swsweater02201102397,Solid Rib-Knit Drop Shoulder Sweater,17.0,10000,0,0,0,0,0,0,0,0,9999,3652,20,Casual,Orange,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
392,swsweater02201102276,Solid Rib-Knit Drop Shoulder Sweater,17.0,10000,0,0,0,0,0,0,0,0,9999,3652,20,Casual,Lime Green,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
393,swsweater02201130626,Solid Rib-Knit Drop Shoulder Sweater,17.0,10000,0,0,0,0,0,0,0,0,9999,3652,20,Casual,Dark Grey,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
394,swvest07201008992,SHEIN Crop Cami Top,4.0,6542,18,3,16,4,91,17,227,43,6191,1257,4,Casual,White,Plain,Crop,Cami,Spaghetti Strap,,,,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
395,swvest07200630790,SHEIN Crop Cami Top,4.0,6542,18,3,16,4,91,17,227,43,6191,1257,4,Casual,Grey,Plain,Crop,Cami,Spaghetti Strap,,,,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
396,swvest07201008249,SHEIN Crop Cami Top,4.0,6542,18,3,16,4,91,17,227,43,6191,1257,4,Casual,Brown,Plain,Crop,Cami,Spaghetti Strap,,,,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
397,swvest07201008488,SHEIN Crop Cami Top,4.0,6542,18,3,16,4,91,17,227,43,6191,1257,4,Casual,Black,Plain,Crop,Cami,Spaghetti Strap,,,,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
398,swvest07201008819,SHEIN Crop Cami Top,4.0,6542,0,0,16,4,91,17,227,43,6191,1257,4,Casual,Lime Green,Plain,Crop,Cami,Spaghetti Strap,,,,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
399,swvest07201008479,SHEIN Solid Fitted Crop Cami Top,4.0,6542,18,3,16,4,91,17,227,43,6191,1257,4,Casual,Apricot,Plain,Crop,Cami,Spaghetti Strap,,,,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
400,swsweatsh23200928898,Letter Graphic Drop Shoulder Boyfriend Sweatshirt,17.99,2262,15,3,15,2,68,7,165,37,1991,337,21,Casual,Dark Grey,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
401,swsweatsh23201103615,Letter Graphic Drop Shoulder Boyfriend Sweatshirt,17.99,2262,15,3,15,2,68,7,165,37,1991,337,21,Casual,Apricot,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
402,swsweatsh23201103888,Letter Graphic Drop Shoulder Boyfriend Sweatshirt,17.99,2262,15,3,15,2,68,7,165,37,1991,337,21,Casual,Black,Letter,Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
403,swsweatsh23201111698,Letter Graphic Drop Shoulder Boyfriend Sweatshirt,17.99,2262,15,3,15,2,68,7,165,37,1991,337,21,Casual,Lilac Purple,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
404,swsweatsh23201111361,Letter Graphic Drop Shoulder Boyfriend Sweatshirt,17.99,2262,15,3,15,2,68,7,165,37,1991,337,21,Casual,Mocha Brown,Letter,Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
405,swsweatsh23201114835,Letter Graphic Drop Shoulder Boyfriend Sweatshirt,17.99,2262,15,3,15,2,68,7,165,37,1991,337,21,Casual,Orange,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
406,swvest07200923325,SHEIN Solid Rib-knit Crop Tank Top,6.0,10000,0,0,0,0,0,0,0,0,9999,8521,7,Casual,Redwood,Plain,Crop,Tank,Round Neck,,,,Rib-Knit,Summer,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,,,,,
407,swvest07200707051,SHEIN Solid Crop Tank Top,6.0,10000,0,0,0,0,0,0,0,0,9999,8521,7,Casual,Beige,Plain,Crop,Tank,Round Neck,,,,Rib-Knit,Summer,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,,,,,
