,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Belt,Top Type,Placket
322,swtop04201204578,,335,2,0,0,0,4,0,12,2,319,47,17,Preppy,Lime Green,Houndstooth,Regular,,V neck,Sleeveless,,Pullovers,,Spring,"35% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Houndstooth V Neck Sweater Vest,14.0,,,,
323,swtop04201204133,,335,2,0,0,0,4,0,12,2,319,47,17,Casual,Blue and White,Houndstooth,Regular,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Houndstooth V Neck Sweater Vest,14.0,,,,
324,swtop04201204779,,335,2,0,0,0,4,0,12,2,319,47,17,Preppy,Dusty Pink,Houndstooth,Regular,,V neck,Sleeveless,,Pullovers,,Spring,"35% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Houndstooth V Neck Sweater Vest,14.0,,,,
325,swsweatsh24201124845,,179,2,0,1,0,2,0,6,1,169,28,10,Casual,Black,Slogan,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Slogan Graphic Thermal Lined Drawstring Hoodie,8.99,,,,
326,swsweatsh24201124862,,179,2,0,1,0,2,0,6,1,169,28,10,Casual,Red,Slogan,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,,,,,,,,,Slogan Graphic Thermal Lined Drawstring Hoodie,8.99,,No,,
327,swsweatsh24201124443,,179,179,28,1,0,2,0,6,1,169,28,10,Casual,White,Slogan,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Slogan Graphic Thermal Lined Drawstring Hoodie,8.99,,,,
328,swsweatsh24201124893,,179,2,0,1,0,2,0,6,1,169,28,10,Casual,Baby Pink,Slogan,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Slogan Graphic Thermal Lined Drawstring Hoodie,8.99,,,,
329,swpants04201112323,,26,0,0,0,0,0,0,2,0,25,1,30,,Multicolor,"Patchwork, Tribal",Long,Straight Leg,,,,,"Raw Hem, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Patch Pocket Patchwork Straight Leg Jeans,25.0,,,,
330,swpants07201120934,,13,0,0,0,0,0,0,1,0,12,1,25,,Black,Plain,Long,Straight Leg,,,,,"Ripped, Raw Hem, Button, Pocket, Zipper",,"60% Cotton, 40% Polyester",Cotton,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,SHEIN High Waist Ripped Straight Leg Jeans,21.0,,,,
331,swtee07201125307,,7880,44,8,78,21,255,84,454,145,7049,2790,4,Casual,Black,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,SHEIN Form-Fitting Mock Neck Crop Top,3.99,,,,
332,swtee07190313479,,7880,44,8,78,21,255,84,454,145,7049,2790,4,Sexy,White,Plain,Crop,,Stand Collar,Long Sleeve,,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",,High Stretch,,Slim Fit,,,,,,,,SHEIN Form-Fitting Mock Neck Crop Top,3.99,,,,
333,swtee07200723820,,7880,44,8,78,21,255,84,454,145,7049,2790,6,Basics,White,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Solid Rib-knit Crop Tee,4.99,,,,
334,swtee07201124832,,7880,44,8,78,21,255,84,454,145,7049,2790,4,Casual,"Yellow, Neon",Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,SHEIN Neon Yellow Mock Neck Crop Top,3.99,,,,
335,swtee07201124722,,7880,44,8,78,21,255,84,454,145,7049,2790,4,Casual,Burgundy,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,SHEIN Form-Fitting Mock Neck Crop Top,3.99,,,,
336,swtee07201124946,,7880,44,8,78,21,255,84,454,145,7049,2790,4,Casual,Royal Blue,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,SHEIN Form-Fitting Mock Neck Crop Top,3.99,,,,
337,swtee44201023235,,895,0,0,4,0,10,1,43,7,838,81,4,Casual,Pink,Animal,Crop,,Deep V Neck,Long Sleeve,Regular Sleeve,Pullovers,Asymmetrical,Spring,100% Polyester,Polyester,High Stretch,No,Slim Fit,,,,No,,,,Butterfly Print Asymmetrical Hem Crop Tee,3.99,,,,
338,swtee44201203458,,895,0,0,4,0,10,1,43,7,838,81,4,Casual,Blue,Animal,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,Asymmetrical,Spring/Summer,100% Polyester,Polyester,High Stretch,No,Slim Fit,,,,No,,,,Butterfly Print Hanky Hem Tee,3.99,,,,
339,swtee44201203859,,895,0,0,4,0,10,1,43,7,838,81,4,Casual,Black,Animal,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,Asymmetrical,Spring/Summer,100% Polyester,Polyester,High Stretch,No,Slim Fit,,,,No,,,,Butterfly Print Hanky Hem Tee,3.99,,,,
340,swtee44201203261,,895,0,0,4,0,10,1,43,7,838,81,4,Casual,Beige,Animal,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,Asymmetrical,Spring/Summer,100% Polyester,Polyester,High Stretch,No,Slim Fit,,,,No,,,,Butterfly Print Hanky Hem Tee,3.99,,,,
341,swpants07201110952,,248,0,0,3,0,1,0,12,3,232,54,12,Elegant,Chocolate Brown,Plain,Long,Flare Leg,,,,,,Fall/Winter,"5% Spandex, 95% Polyester",Velvet,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Flare Leg Velvet Pants,10.0,,,,
342,swpants07201110781,,248,0,0,3,0,1,0,12,3,232,54,12,Elegant,Black,Plain,Long,Flare Leg,,,,,,Fall/Winter,"5% Spandex, 95% Polyester",Velvet,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Flare Leg Velvet Pants,10.0,,,,
343,swpants04201016224,,255,1,0,2,0,7,0,17,3,229,26,25,,"Pastel, Baby Pink",Colorblock,Cropped,Straight Leg,,,,,"Raw Hem, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Spliced Raw Hem Jeans,21.0,,,,
344,swbodysui07201103393,,221,1,0,0,0,9,1,14,2,198,38,6,Sexy,Black,Plain,,Cami,Deep V Neck,Sleeveless,,,"Contrast Lace, Backless",Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Open Back Lace Detail Bodysuit,5.0,,,,
345,swbodysui07201030440,,260,3,0,3,0,6,2,16,0,237,35,9,Elegant,Black,Plain,,Tee,Round Neck,Long Sleeve,Regular Sleeve,,"Backless, Button",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Mesh Sleeve Backless Bodysuit,8.0,,,,
346,swbodysui07201207789,,260,3,0,3,0,6,2,16,0,237,35,9,Elegant,Maroon,Plain,,Tee,Round Neck,Long Sleeve,Regular Sleeve,,"Contrast Lace, Backless, Button",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Mesh Sleeve Backless Bodysuit,8.0,,,,
347,swbodysui07201208872,,260,3,0,3,0,6,2,16,0,237,35,9,Elegant,Dark Green,Plain,,Tee,Round Neck,Long Sleeve,Regular Sleeve,,"Contrast Lace, Backless, Button",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Mesh Sleeve Backless Bodysuit,8.0,,,,
348,swpants07201031049,,592,1,0,5,0,11,4,30,5,543,67,17,Casual,Chocolate Brown,Plain,Long,Straight Leg,,,,,"Ruched, Tie Back",Spring/Summer/Fall,"92% Rayon, 8% Spandex",Rayon,High Stretch,No,Regular Fit,Elastic Waist,Drop Waist,,,,,,SHEIN Tie Back Drawstring Ruched Pants,14.0,,Yes,,
349,swpants07201126746,,592,1,0,5,0,11,4,30,5,543,67,14,Casual,Black,Plain,Long,Straight Leg,,,,,"Ruched, Tie Back",Spring/Summer/Fall,"92% Rayon, 8% Spandex",Rayon,High Stretch,No,Regular Fit,Elastic Waist,Drop Waist,,,,,,SHEIN Tie Back Drawstring Ruched Pants,12.0,,,,
350,swvest07201126286,,4125,42,7,65,13,168,30,242,60,3608,833,3,Sexy,Green,Plain,Crop,Halter,Halter,,,,"Backless, Draped, Tie Back",Summer,"7% Spandex, 93% Polyester",Polyester,High Stretch,Yes,Slim Fit,,,,,,,,SHEIN Draped Neck Tied Backless Halter Top,3.0,,,,
351,swvest07200903937,,4125,42,7,65,13,168,30,242,60,3608,833,3,Sexy,Yellow,Plain,Crop,Halter,Halter,,,,"Backless, Draped, Tie Back",Summer,"7% Spandex, 93% Polyester",Polyester,High Stretch,Yes,Slim Fit,,,,,,,,SHEIN Draped Neck Tied Backless Halter Top,3.0,,,,
352,swvest07201012023,,4125,42,7,65,13,168,30,242,60,3608,833,3,Sexy,"Yellow, Pastel",Plain,Crop,Halter,Halter,,,,"Backless, Draped, Tie Back",Summer,"7% Spandex, 93% Polyester",Polyester,High Stretch,Yes,Slim Fit,,,,,,,,SHEIN Draped Neck Tied Backless Halter Top,3.0,,,,
353,swvest07201013218,,4125,42,7,65,13,168,30,242,60,3608,833,3,Sexy,Black,Plain,Crop,Halter,"Cowl Neck, Halter",,,,"Backless, Draped, Tie Back",Summer,"7% Spandex, 93% Polyester",Polyester,High Stretch,Yes,Slim Fit,,,,,,,,SHEIN Draped Neck Tied Open Back Top,3.0,,,,
354,swvest07201030228,,4125,42,7,65,13,168,30,242,60,3608,833,3,Sexy,Dusty Blue,Plain,Crop,Halter,Halter,,,,"Backless, Draped, Tie Back",Summer,"7% Spandex, 93% Polyester",Polyester,High Stretch,Yes,Slim Fit,,,,,,,,SHEIN Draped Neck Tied Backless Halter Top,3.0,,,,
355,swtee07201027305,,28,0,0,0,0,0,0,2,0,26,2,4,Elegant,"Pastel, Baby Blue",Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Mock Neck Lettuce Trim Rib-knit Crop Tee,3.99,,,,
356,swsweatsh07201029734,,78,0,0,0,0,2,1,1,0,76,11,8,Casual,Camel,Plain,Regular,Pullovers,Hooded,Long Sleeve,Raglan Sleeve,,"Drawstring, Pocket",Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Raglan Sleeve Teddy Hoodie,7.0,,,,
357,swtee01201117434,,650,1,1,1,0,4,1,21,3,623,61,9,Casual,Khaki,"Letter, Figure",Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Angel & Letter Graphic Tee,7.99,,,,
358,swtee01201208705,,650,1,1,1,0,4,1,21,3,623,61,9,Casual,Baby Blue,"Letter, Figure",Regular,,Round Neck,"Short Sleeve, Half Sleeve",Regular Sleeve,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Angel & Letter Graphic Tee,7.99,,,,
359,swtee01201208745,,650,1,1,1,0,4,1,21,3,0,0,9,Casual,Lilac Purple,"Letter, Figure",Regular,,Round Neck,"Short Sleeve, Half Sleeve",Regular Sleeve,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Angel & Letter Graphic Tee,7.99,,,,
360,swtee01201208665,,650,1,1,1,0,4,1,21,3,623,61,9,Casual,Mint Green,"Letter, Figure",Regular,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Angel & Letter Graphic Tee,7.99,,,,
361,swtee01201208976,,650,1,1,1,0,4,1,21,3,623,61,9,Casual,Black,"Letter, Figure",Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Angel & Letter Graphic Tee,7.99,,,,
362,swsweatsh04201027023,,501,3,0,2,2,12,1,40,7,445,64,12,Casual,Dark Grey,Letter,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter Graphic Thermal Hoodie,9.99,,,,
363,swsweatsh04201219445,,501,3,0,2,2,12,1,40,7,445,64,12,Casual,Dark Green,Letter,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,,Fall/Winter,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter Graphic Thermal Hoodie,9.99,,,,
364,swsweatsh04201219877,,501,3,0,2,2,12,1,40,7,445,64,12,Casual,Apricot,Letter,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,,Fall/Winter,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter Graphic Thermal Hoodie,9.99,,,,
365,swsweatsh04201219361,,501,3,0,2,2,12,1,40,7,445,64,12,Casual,Khaki,Letter,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,,Fall/Winter,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter Graphic Thermal Hoodie,9.99,,,,
366,swsweatsh04201222408,,501,3,0,2,2,12,1,40,7,445,64,12,Casual,Baby Pink,Letter,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,,Fall/Winter,"5% Spandex, 95% Cotton",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter Graphic Thermal Hoodie,9.99,,,,
367,swsweater02201124758,,4497,10,2,19,4,80,21,320,70,4068,967,20,Casual,Mint Green,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Solid Cable Knit Crop Sweater,17.0,,,,
368,swsweater02200903776,,4497,10,2,19,4,80,21,320,70,4068,967,20,Casual,Violet Purple,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Cable & Rib Knit Crop Sweater,17.0,,,,
369,swsweater02200929944,,4497,10,2,19,4,80,21,320,70,4068,967,20,Casual,Baby Pink,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Cable & Rib Knit Crop Sweater,17.0,,,,
370,swsweater02200929178,,4497,10,2,19,4,80,21,320,70,4068,967,20,Casual,Baby Blue,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Solid Cable Knit Crop Sweater,17.0,,,,
371,swsweater02201015335,,4497,10,2,19,4,80,21,320,70,4068,967,20,Casual,Khaki,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Solid Cable Knit Crop Sweater,17.0,,,,
372,swsweater02201015158,,4497,10,2,19,4,80,21,320,70,4068,967,20,Casual,Beige,Plain,Crop,Pullovers,V neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Solid Cable Knit Crop Sweater,17.0,,,,
373,swtee07201208896,,38,0,0,0,0,1,1,3,1,34,2,4,Sexy,Black and White,Zebra Stripe,Crop,,Stand Collar,Short Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Back",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Open Back Zebra Striped Tee,3.99,Asymmetrical,,,
374,swvest01201209958,,1,0,0,0,0,0,0,0,0,1,0,7,Casual,Multicolor,"Floral, All Over Print",Crop,Cami,Spaghetti Strap,,,,Contrast Lace,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,Lace Trim Floral Print Cami Top,6.0,,,,
375,swpants04201104399,,2791,25,6,37,6,67,13,233,60,2429,569,24,,Black,Plain,Long,Wide Leg,,,,,"Ripped, Pocket, Zipper, Button Front",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High-Rise Ripped Wide Leg Jeans,20.0,,,,
376,swpants04200911920,,2791,25,6,37,6,67,13,233,60,2429,569,24,,Medium Wash,Plain,Long,Wide Leg,,,,,"Ripped, Pocket, Zipper, Button Front",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High-Rise Ripped Wide Leg Jeans,20.0,,,,
377,swpants04201027216,,2791,25,6,37,6,67,13,233,60,2429,569,24,,Dark Grey,Plain,Long,Wide Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Ripped Wide Leg Jeans,20.0,,,,
378,swpants04201028631,,2791,25,6,37,6,67,13,233,60,2429,569,24,,Light Wash,Plain,Long,Wide Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Ripped Wide Leg Jeans,20.0,,,,
379,swpants04201111171,,2791,25,6,37,6,67,13,233,60,2429,569,24,,Medium Wash,Plain,Long,Wide Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Ripped Wide Leg Jeans,20.0,,,,
380,swvest07201107252,,138,0,0,0,0,4,1,7,2,126,18,4,Sexy,Black,Plain,Crop,Cami,Spaghetti Strap,,,,"Backless, Tie Back",Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Satin Self-Tie Backless Bandana Top,4.0,Asymmetrical,,,
381,swvest07201216563,,138,0,0,0,0,4,1,7,2,126,18,4,Sexy,Burgundy,Plain,Crop,Cami,Spaghetti Strap,,,,"Criss Cross, Backless, Tie Back",Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Draped Front Tied Open Back Satin Bandana Top,4.0,Asymmetrical,,,
382,swvest07201216411,,138,0,0,0,0,4,1,7,2,126,18,4,Sexy,Green,Plain,Crop,Cami,Spaghetti Strap,,,,"Criss Cross, Backless, Tie Back",Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Draped Front Tied Open Back Satin Bandana Top,4.0,Asymmetrical,,,
383,swvest07201216037,,138,0,0,0,0,4,1,7,2,126,18,4,Sexy,Blue,Plain,Crop,Cami,Spaghetti Strap,,,,"Backless, Tie Back",Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Draped Front Tied Open Back Satin Bandana Top,4.0,Asymmetrical,,,
