,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Placket,Arabian Clothing,Top Type,Belt
319,swtop04201016569,,1875,7,1,6,0,57,12,129,22,1676,362,10,Casual,White,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Placket,"Zipper, Rib-Knit",Spring/Summer,"8% Spandex, 92% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Zip Up Rib-knit Crop Top,9.0,,,,,
320,swtop04201016315,,1875,7,1,6,0,57,12,129,22,1676,362,10,Casual,Baby Blue,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Placket,"Zipper, Rib-Knit",Spring/Summer,"8% Spandex, 92% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Zip Up Rib-knit Crop Top,9.0,,,,,
321,swtop04201203758,,1875,7,1,6,0,57,12,129,22,1676,362,10,Casual,Lilac Purple,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Placket,"Zipper, Rib-Knit",Spring/Summer,"8% Spandex, 92% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Zip Up Rib-knit Crop Top,9.0,,,,,
322,swleg44201117847,,98,2,0,2,0,10,3,5,0,79,11,9,Casual,Black,Plain,Long,Regular,,,,,,All,"95% Polyester, 5% Spandex",Polyester,High Stretch,No,,,,,,,,,High Waist Solid Leggings,8.0,,,,,
323,swleg44201225307,,98,2,0,98,0,10,3,5,0,79,11,9,Casual,Navy Blue,Plain,Long,Regular,,,,,,All,"95% Polyester, 5% Spandex",Polyester,High Stretch,No,,,,,,,,,High Waist Solid Leggings,8.0,,,,,
324,swleg44201225059,,98,2,0,2,0,10,3,5,0,79,11,9,Casual,Maroon,Plain,Long,Regular,,,,,,All,"95% Polyester, 5% Spandex",Polyester,High Stretch,No,,,,,,,,,High Waist Solid Leggings,8.0,,,,,
325,swdress03201112397,,1714,10,3,19,3,43,7,105,35,1714,420,19,Casual,Black,Plain,Short,,V neck,Sleeveless,,,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,Natural,,,,,,V Neck Sweater Vest Dress Without Blouse Without Belt,16.0,Straight,,,,
326,swdress03201020815,,1714,10,3,19,3,43,7,105,35,1539,372,17,Casual,Apricot,Plain,Short,,V neck,Sleeveless,,,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,Natural,,,,,,V Neck Sweater Vest Dress Without Blouse Without Belt,14.0,Straight,,,,
327,swdress03201127299,,1714,10,3,19,3,43,7,105,35,1539,372,19,Casual,Mustard Yellow,Plain,Short,,V neck,Sleeveless,,,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,Natural,,,,,,V Neck Sweater Vest Dress Without Blouse Without Belt,16.0,Straight,,,,
328,swpants07201013938,,25,0,0,1,0,1,0,1,0,22,3,19,,Multicolor,Colorblock,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"70% Cotton, 30% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,SHEIN Button Hem Colorblock Straight Leg Jeans,16.0,,,,,
329,swouter03201123726,,492,17,3,7,1,31,7,52,11,385,67,31,Casual,Black and White,Gingham,Knee Length,Teddy,Lapel,Long Sleeve,Regular Sleeve,,Button Front,Winter,"65% Cotton, 35% Polyester",Shearling,Non-Stretch,No,Regular Fit,,,,,,,,Buffalo Plaid Flap Detail Teddy Coat,26.0,,Single Breasted,,,
330,swouter03201015424,,492,17,3,7,1,31,7,492,11,385,67,32,Casual,Multicolor,Gingham,Knee Length,Teddy,Lapel,Long Sleeve,Regular Sleeve,,Button Front,Winter,"65% Cotton, 35% Polyester",Shearling,Non-Stretch,No,Regular Fit,,,,,,,,Buffalo Plaid Flap Detail Teddy Coat,27.0,,Single Breasted,,,
331,swouter03201123073,,492,17,3,7,1,31,7,52,11,385,67,31,Casual,Blue and White,Gingham,Knee Length,Teddy,Lapel,Long Sleeve,Regular Sleeve,,Button Front,Winter,"65% Cotton, 35% Polyester",Shearling,Non-Stretch,No,Regular Fit,,,,,,,,Buffalo Plaid Flap Detail Teddy Coat,26.0,,Single Breasted,,,
332,swskirt00201119309,,287,0,0,2,0,3,0,13,4,270,26,14,Casual,White,Plain,Long,A Line,,,,,Ruffle Hem,Spring/Summer/Fall,100% Rayon,Rayon,Non-Stretch,No,,,Natural,,Yes,,,,Solid Ruffle Hem Skirt,12.0,,,,,
333,swskirt00201217959,,287,0,0,2,0,3,0,13,4,270,26,14,Casual,Black,Plain,Midi,Flared,,,,,Ruffle Hem,Spring/Summer/Fall,100% Rayon,Rayon,Non-Stretch,No,,,Natural,,Yes,,,,Solid Ruffle Hem Skirt,12.0,,,,,
334,swskirt00201217908,,287,0,0,2,0,3,0,13,4,270,26,14,Casual,Baby Blue,Plain,Midi,Flared,,,,,Ruffle Hem,Spring/Summer/Fall,100% Rayon,Rayon,Non-Stretch,No,,,Natural,,Yes,,,,Solid Ruffle Hem Skirt,12.0,,,,,
335,swdress23201121430,,116,1,0,1,0,7,0,116,16,98,14,16,Casual,Dusty Blue,Plain,Short,,V neck,Long Sleeve,Raglan Sleeve,,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,Natural,,,,,,V Neck Raglan Sleeve Sweater Dress,13.99,Straight,,,,
336,swdress23201121635,,116,116,0,1,0,7,0,9,2,98,14,14,Casual,White,Plain,Short,,V neck,Long Sleeve,Raglan Sleeve,,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,Natural,,,,,,V Neck Raglan Sleeve Sweater Dress,12.0,Straight,,,,
337,swdress23201121206,,116,1,0,1,0,7,0,9,2,98,14,13,Casual,Coral Pink,Plain,Short,,V neck,Long Sleeve,Raglan Sleeve,,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,Natural,,,,,,V Neck Raglan Sleeve Sweater Dress,11.49,Straight,,,,
338,swtwop07201118605,,35,1,0,2,1,2,0,4,0,35,6,18,Casual,Black,Plain,,,Scoop Neck,Long Sleeve,Regular Sleeve,,"Rib-Knit, Ruched Bust",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,SHEIN Ruched Bust Rib-knit Crop Tee and Flare Leg Pants Set,15.0,,,,Tee,
339,swtwop03201120533,,441,7,2,9,1,16,2,14,1,395,51,35,Casual,Khaki,,,Pants,Stand Collar,Long Sleeve,Drop Shoulder,,"High Low, Split",Winter,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,Space Dye Mock Neck Sweater & Knit Pants,29.0,,,,,
340,swsweater03201016806,,404,0,0,2,1,404,1,17,3,382,110,15,Casual,Black and White,"Striped, Colorblock",Regular,Basic Tops,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"60% Spandex, 40% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Stripe Print Fitted Sweater,13.0,,,,,
341,swsweater03201125816,,404,0,0,2,1,3,1,17,3,382,110,7,Casual,Multicolor,"Striped, Colorblock",Regular,Basic Tops,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"60% Spandex, 40% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Stripe Print Fitted Sweater,5.99,,,,,
342,swtwop44201116942,,58,0,0,0,0,3,0,4,1,52,10,23,Casual,Lime Green,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,Drawstring,Spring,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,Drop Shoulder Drawstring Sweatshirt & Sweatpants,19.0,,,,Sweatshirt,
343,swvest07201027814,,276,0,0,1,0,7,0,8,1,261,68,6,Casual,Black and White,Zebra Stripe,Crop,Tank,Round Neck,,,,,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Zebra Striped Tank Top,5.0,,,,,
344,swdress03201117997,,1260,28,9,36,11,71,20,61,19,1064,319,19,Casual,Maroon,Plain,Short,,Stand Collar,Long Sleeve,Regular Sleeve,,,Fall/Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,Natural,,,,,,Cable Knit Solid Sweater Dress,16.0,Straight,,,,
345,swdress03201008215,,1260,28,9,36,11,71,20,61,19,1064,319,20,Casual,Beige,Plain,Short,,Stand Collar,Long Sleeve,Regular Sleeve,,,Fall/Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,Natural,,,,,,Cable Knit Solid Sweater Dress,17.0,Straight,,,,
346,swdress03201029325,,1260,28,9,36,11,71,20,61,19,1064,319,19,Casual,Brown,Plain,Short,,Stand Collar,Long Sleeve,Regular Sleeve,,,Fall/Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,Natural,,,,,,Cable Knit Solid Sweater Dress,16.0,Straight,,,,
347,swdress03201029574,,1260,28,9,36,11,71,20,61,19,1064,319,20,Casual,Black,Plain,Short,,Stand Collar,Long Sleeve,Regular Sleeve,,,Fall/Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,Natural,,,,,,Cable Knit Solid Sweater Dress,17.0,Straight,,,,
348,swdress03201029425,,1260,28,9,36,11,71,20,61,19,1064,319,20,Casual,Baby Pink,Plain,Short,,Stand Collar,Long Sleeve,Regular Sleeve,,,Fall/Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,Natural,,,,,,Cable Knit Solid Sweater Dress,17.0,Straight,,,,
349,swdress03201119370,,1260,28,9,36,11,71,20,61,19,1064,319,19,Casual,Mocha Brown,Plain,Short,,Stand Collar,Long Sleeve,Regular Sleeve,,,Fall/Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,Natural,,,,,,Cable Knit Solid Sweater Dress,16.0,Straight,,,,
350,swbodysui07201022203,,3388,40,5,51,9,132,26,194,38,2971,753,9,Casual,Black,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Lettuce Trim, Rib-Knit",Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Lettuce Trim Rib-knit Solid Bodysuit,8.0,,,,,
351,swbodysui07200916203,,3388,40,5,51,9,132,26,194,38,2971,753,9,Elegant,Rust Brown,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Lettuce Trim Rib-knit Solid Bodysuit,8.0,,,,,
352,swbodysui07201022868,,3388,40,5,51,9,132,26,194,38,2971,753,10,Elegant,Dark Grey,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Lettuce Trim Rib-knit Solid Bodysuit,9.0,,,,,
353,swbodysui07201023474,,3388,40,5,51,9,132,26,194,38,2971,753,9,Elegant,Khaki,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Lettuce Trim Rib-knit Solid Bodysuit,8.0,,,,,
354,swbodysui07201023557,,3388,40,5,51,9,132,26,194,38,2971,753,9,Elegant,Cadet Blue,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Lettuce Trim Rib-knit Solid Bodysuit,8.0,,,,,
355,swbodysui07201119230,,3388,40,5,51,9,132,26,194,38,2971,753,10,Casual,Burgundy,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Lettuce Trim Rib-knit Solid Bodysuit,9.0,,,,,
356,swsweatsh04200915015,,2853,30,4,39,3,104,13,2853,411,2460,355,21,Casual,Grey,Plain,Long,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Zipper",Spring/Fall,"50% Cotton, 50% Polyester",Cotton,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Zip Up Hoodie,17.99,,,,,
357,swsweatsh04201111644,,2853,30,4,39,3,104,13,220,36,2460,355,21,Casual,Rose Red,Plain,Long,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Zipper",Spring/Fall,"50% Cotton, 50% Polyester",Cotton,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Zip Up Hoodie,17.99,,,,,
358,swsweatsh04201111340,,2853,30,4,39,3,104,13,220,36,2460,355,21,Casual,Black,Plain,Long,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Zipper",Spring/Fall,"50% Cotton, 50% Polyester",Cotton,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Zip Up Hoodie,17.99,,,,,
359,swsweatsh04201125771,,2853,30,4,39,3,104,13,220,36,2460,355,21,Casual,Apricot,Plain,Long,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Zipper",Spring/Fall,"50% Cotton, 50% Polyester",Cotton,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Zip Up Hoodie,17.99,,,,,
360,swouter07200908090,,6185,11,1,16,1,6185,1330,269,63,5813,1253,24,Preppy,Black and White,Plaid,Regular,Overcoat,Collar,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Curved Hem Plaid Coat,20.0,,Single Breasted,,,
361,swtee07200714217,,10000,0,0,0,0,0,0,0,0,9999,4311,4,Casual,Multicolor,Tie Dye,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Dye Seam Front Crop Top,3.99,,,,,
362,swtee07200819729,,10000,0,0,0,0,0,0,0,0,9999,4311,4,Elegant,Multicolor,All Over Print,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN All Over Print Lettuce Trim Tee,3.99,,,,,
363,swtee07201016931,,10000,0,0,0,0,0,0,0,0,9999,4311,4,Casual,Black and White,Tie Dye,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Dye Seam Front Crop Top,3.99,,,,,
364,swtee07201016985,,10000,0,0,0,0,0,0,0,0,9999,4311,4,Casual,Red and White,Tie Dye,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Dye Seam Front Crop Top,3.99,,,,,
365,swtee07201128467,,10000,0,0,0,0,0,0,0,0,9999,4311,4,Casual,Purple,Tie Dye,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Dye Seam Front Crop Top,3.99,,,,,
366,swjacket07200912574,,323,1,0,2,1,16,5,18,4,286,51,26,Casual,Black,Plain,Crop,Padded ,Collar,Long Sleeve,Regular Sleeve,,Zipper,Winter,100% Polyester,Shearling,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Collared Zip Up Puffer Jacket,21.99,,Zipper,,,
367,swsweatsh04201027475,,192,0,0,0,0,4,1,10,1,178,32,15,Casual,Khaki,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Chinese & Japanese Letter Embroidery Pullover,12.99,,,,,
368,swsweatsh04201205806,,192,0,0,0,0,4,1,10,1,178,32,12,Casual,Dark Green,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Chinese & Japanese Letter Embroidery Thermal Pullover,10.0,,,,,
369,swsweatsh04201205886,,192,0,0,0,0,4,1,10,1,178,32,13,Casual,Pink,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,"Spring/Fall, Fall/Winter",100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Chinese & Japanese Letter Embroidery Thermal Pullover,11.0,,,,,
370,swsweatsh04201205420,,192,0,0,0,0,4,1,10,1,178,32,13,Casual,Grey,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,"Spring/Fall, Fall/Winter",100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Chinese & Japanese Letter Embroidery Thermal Pullover,11.0,,,,,
371,swsweatsh04201205317,,192,0,0,0,0,4,1,10,1,178,32,13,Casual,Black,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,"Spring/Fall, Fall/Winter",100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Chinese & Japanese Letter Embroidery Thermal Pullover,11.0,,,,,
372,swsweatsh04201205115,,192,0,0,0,0,4,1,10,1,178,32,15,Casual,Navy Blue,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,"Spring/Fall, Fall/Winter",100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Chinese & Japanese Letter Embroidery Thermal Pullover,12.99,,,,,
373,swdress02201117081,,137,4,0,6,1,7,1,9,2,111,20,18,Casual,Multicolor,"Geometric, All Over Print",Short,A Line,V neck,Long Sleeve,Drop Shoulder,,Wrap,Spring/Summer,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Allover Geo Wrap Dress Without Belt,15.0,Wrap,,,,
374,swdress02201212953,,137,4,0,6,1,7,1,9,2,111,20,15,Casual,Purple,"Geometric, All Over Print",Short,A Line,V neck,Long Sleeve,Drop Shoulder,,Wrap,Spring/Summer,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Allover Geo Wrap Dress Without Belt,12.99,Wrap,,,,
375,swdress02201212566,,137,4,0,6,1,7,1,9,2,111,20,18,Casual,Red,"Geometric, All Over Print",Short,A Line,V neck,Long Sleeve,Drop Shoulder,,Wrap,Spring/Summer,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Allover Geo Wrap Dress,15.0,Wrap,,,,
376,swpants04201109389,,23,0,0,0,0,0,0,5,0,18,3,25,,Multicolor,Colorblock,Long,Wide Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Two Tone Wide Leg Jeans,21.0,,,,,
377,swbodysui07201016230,,187,1,0,2,0,3,1,7,0,174,31,10,Basics,Black,Plain,,Tee,Scoop Neck,Long Sleeve,Regular Sleeve,,,Spring/Fall,"94% Rayon, 6% Spandex",Rayon,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Solid Form Fitted Bodysuit,9.0,,,,,
378,swbodysui07201130903,,187,1,0,2,0,3,1,7,0,174,31,10,Casual,Apricot,Plain,,Tee,Scoop Neck,Long Sleeve,Regular Sleeve,,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Solid Form Fitted Bodysuit,9.0,,,,,
379,swbodysui07201130083,,187,1,0,2,0,0,0,7,0,174,31,10,Casual,Dusty Blue,Plain,,Tee,Scoop Neck,Long Sleeve,Regular Sleeve,,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Solid Form Fitted Bodysuit,9.0,,,,,
380,swbodysui07201130510,,187,1,0,2,0,3,1,7,0,174,31,10,Casual,"Pastel, Baby Pink",Plain,,Tee,Scoop Neck,Long Sleeve,Regular Sleeve,,,Spring,"94% Rayon, 6% Spandex",Rayon,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Solid Form Fitted Bodysuit,9.0,,,,,
381,swsweater23201028347,,5,0,0,0,0,0,0,0,0,5,0,10,Casual,Beige,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Cable Knit Sweater,8.49,,,,,
382,swsweatsh23201028927,,3069,11,0,16,4,42,12,93,28,2907,716,21,Casual,Green,Colorblock,Long,Half Placket,Stand Collar,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Half Zip Drop Shoulder Colorblock Sweatshirt,17.99,,,,,
383,swsweatsh23200813788,,3069,11,0,16,4,42,12,93,28,2907,716,21,Casual,Multicolor,Colorblock,Long,Half Placket,Stand Collar,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Colorblock Half-Zip Oversized Pullover,17.99,,,,,
384,swsweatsh23201020893,,3069,11,0,16,4,42,12,93,28,2907,716,21,Casual,Mocha Brown,Colorblock,Long,Half Placket,Stand Collar,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Half Zip Drop Shoulder Colorblock Sweatshirt,17.99,,,,,
385,swsweatsh23201020630,,3069,11,0,16,4,42,12,93,28,2907,716,21,Casual,White,Colorblock,Long,Half Placket,Stand Collar,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Half Zip Drop Shoulder Colorblock Sweatshirt,17.99,,,,,
386,swsweatsh23201028958,,3069,11,0,16,4,42,12,93,28,2907,716,21,Casual,Violet Purple,Colorblock,Long,Half Placket,Stand Collar,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Half Zip Drop Shoulder Colorblock Sweatshirt,17.99,,,,,
387,swblouse23201116085,,249,0,0,1,0,3,0,7,2,238,29,17,Boho,Black,Chain Print,Regular,Shirt,Off the Shoulder,Long Sleeve,Regular Sleeve,Placket,Button Front,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Chain Print Button Front Bardot Blouse,14.0,,,,,
388,swbodysui44201026960,,147,0,0,4,1,1,0,11,4,131,36,8,Elegant,Navy Blue,Geometric,,Tee,Round Neck,Long Sleeve,Regular Sleeve,,Contrast Mesh,Spring/Summer,"20% Spandex, 80% Nylon",Lycra,Slight Stretch,No,Skinny,,,,,,,,Solid Contrast Mesh Bodysuit,7.0,,,,,
389,swsweatsh07200818384,,10000,0,0,0,0,0,0,744,215,9275,1907,15,Casual,Navy Blue,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Los Angeles Graphic Long Sleeve Pullover,12.99,,,,,
390,swsweatsh07200813066,,10000,0,0,0,0,0,0,744,215,9275,1907,15,Casual,Burgundy,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Los Angeles Graphic Long Sleeve Pullover,12.99,,,,,
391,swsweatsh07200813132,,10000,0,0,0,0,0,0,744,215,9275,1907,12,Casual,Light Grey,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Letter Graphic Drop Shoulder Sweatshirt,9.99,,,,,
392,swsweatsh07200813373,,10000,0,0,0,0,0,0,744,215,9275,1907,15,Casual,Mint Green,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Los Angeles Graphic Long Sleeve Pullover,12.99,,,,,
393,swsweatsh07200818572,,10000,0,0,0,0,0,0,744,215,9275,1907,12,Casual,White,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Los Angeles Graphic Long Sleeve Pullover,9.99,,,,,
394,swjacket07200918153,,472,0,0,3,0,7,1,33,3,431,63,24,Casual,Black,Plain,Regular,Padded ,Stand Collar,Long Sleeve,Regular Sleeve,,"Drawstring, Pocket, Zipper, Button Front",Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,Yes,,,,SHEIN Drawstring Hem Solid Puffer Jacket,20.49,,Zipper,,,
395,swtee07201030082,,1600,20,5,31,8,78,30,114,30,1600,372,4,Elegant,Black,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Form Fitted Tee,3.99,,,,,
396,swtee07200908674,,1600,20,5,31,8,78,30,114,30,1357,372,4,Casual,White,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Form Fitted Tee,3.99,,,,,
397,swtee07201030879,,1600,20,5,31,8,78,30,114,30,1357,372,4,Casual,Rust Brown,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Form Fitted Tee,3.99,,,,,
