,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Placket,Belt,Top Type,Arabian Clothing
79,swdress07200914391,,671,7,1,7,0,33,4,51,12,573,92,12,Sexy,Green,Floral,Mini,Cami,Spaghetti Strap,Sleeveless,,,"Backless, Criss Cross, Split, Tie Back",Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,Natural,,,,,,SHEIN Crisscross Tie Back Split Hem Jacquard Slip Dress,10.0,Straight,,,,
80,swsweatsh44200826908,,1158,7,0,12,1,50,6,95,16,994,200,21,Casual,Black,"Letter, Tartan",Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,No,,,,Contrast Plaid Letter Graphic Hoodie,17.99,,,,,
81,swsweatsh44201105219,,1158,7,0,12,1,50,6,95,16,994,200,21,Casual,Black,"Letter, Tartan",Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,No,,,,Contrast Plaid Letter Graphic Hoodie,17.99,,,,,
82,swsweatsh44201119304,,1158,7,0,12,1,50,6,95,16,994,200,21,Preppy,Black,"Letter, Tartan",Regular,Pullovers,Hooded,Long Sleeve,Regular Sleeve,,"Drawstring, Pocket",Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,No,,,,Contrast Plaid Letter Graphic Hoodie,17.99,,,,,
83,swsweatsh44201119230,,1158,7,0,12,1,50,6,95,16,994,200,21,Casual,Multicolor,"Letter, Tartan",Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,No,,,,Contrast Plaid Letter Graphic Hoodie,17.99,,,,,
84,swshorts07200808626,,287,2,1,2,0,18,6,29,8,238,49,13,Sporty,Grey,Plain,,Track Shorts,,,,,Drawstring,Summer,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Loose,Elastic Waist,High Waist,,,,,,SHEIN Drawstring Waist Track Shorts,11.0,,,,,
85,swjacket44200902239,,1041,3,0,6,2,23,6,62,16,947,237,20,Casual,Multicolor,Gingham,Crop,Teddy,Hooded,Long Sleeve,Drop Shoulder,,Drawstring,Winter,100% Polyester,Flannel,Non-Stretch,No,Oversized,,,,,,,,Buffalo Plaid Drawstring Hooded Teddy Jacket,17.0,,Zipper,,,
86,swjacket44201012387,,1060,3,0,6,2,23,6,62,16,19,256,21,Casual,Multicolor,Gingham,Crop,Teddy,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Zipper",Fall/Winter,100% Polyester,Flannel,Non-Stretch,No,Oversized,,,,,,,,Buffalo Plaid Drawstring Hooded Teddy Jacket,18.0,,Zipper,,,
87,swtee04200728108,,970,6,1,4,0,10,1,49,11,901,221,9,Casual,Black,Letter,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Letter Graphic Zip Half Placket Tee,7.99,,,,,
88,swtee04201028262,,970,6,1,4,0,10,1,49,11,901,221,9,Casual,Chocolate Brown,Letter,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Letter Graphic Zip Half Placket Tee,7.99,,,,,
89,swtee04201028675,,970,6,1,4,0,10,1,49,11,901,221,9,Casual,White,Letter,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Letter Graphic Zip Half Placket Tee,7.99,,,,,
90,swtee04201028767,,970,6,1,4,0,10,1,49,11,901,221,9,Casual,Burgundy,Letter,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Letter Graphic Zip Half Placket Tee,7.99,,,,,
91,swtee04201028431,,970,6,1,4,0,10,1,49,11,901,221,9,Elegant,Baby Blue,Letter,Crop,,High Neck,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Letter Graphic Zip Half Placket Tee,7.99,,,,,
92,swtee04201028453,,970,6,1,4,0,10,1,49,11,901,221,9,Casual,Khaki,Letter,Crop,,Polo,Long Sleeve,Regular Sleeve,Half Placket,Zipper,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Letter Graphic Zip Half Placket Tee,7.99,,,,,
93,swdress07200929559,,103,103,33,1,0,3,1,7,1,91,31,14,Casual,Black,Plain,Long,Tee,Stand Collar,Half Sleeve,Regular Sleeve,,"Belted, Split Thigh",Spring/Summer,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Mock Neck Self Belted Split Thigh Dress,12.0,Slit,,Yes,,
94,swdress07201118115,,103,2,0,1,0,3,1,7,1,91,31,13,Casual,Maroon,Plain,Midi,Tee,Stand Collar,Short Sleeve,Regular Sleeve,,"Belted, Split Thigh",Spring/Summer,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Mock Neck Self Belted Split Thigh Dress,11.0,Slit,,Yes,,
95,swdress07201118988,,103,2,0,1,0,3,1,7,1,91,31,10,Casual,Light Grey,Plain,Midi,Tee,Stand Collar,Short Sleeve,Regular Sleeve,,"Belted, Split Thigh",Spring/Summer,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Mock Neck Self Belted Split Thigh Dress,9.0,Slit,,Yes,,
96,swdress04200803205,,1051,19,5,28,5,54,19,92,21,859,237,17,Preppy,Black and White,Plaid,Short,Pinafore,Straps,Sleeveless,,,"Raw Hem, Zipper",Fall/Winter,100% Polyester,Tweed,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Raw Hem Plaid Tweed Overall Dress,14.0,Straight,,,,
97,swdress44201117475,,2,0,0,0,0,0,0,0,0,2,0,18,Casual,White,Plain,Short,Shirt,Collar,Long Sleeve,Regular Sleeve,,"Pocket, Button Front",Spring/Summer,"5% Spandex, 60% Cotton, 35% Polyester",Cotton Blends,Non-Stretch,No,Regular Fit,,Natural,,,,,,Pocket Front Button Through Shirt Dress Without Belt,15.0,Straight,,No,,
98,swjacket04200917079,,222,0,0,2,0,3,2,14,7,203,44,9,Casual,Grey,Plain,Crop,Teddy,Stand Collar,Long Sleeve,Drop Shoulder,,Zipper,Fall/Winter,"95% Polyester, 5% Spandex",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Zip Up Teddy Crop Jacket,8.0,,Zipper,,,
99,swpants04200818034,,1735,33,6,27,4,88,21,115,26,1472,363,13,Glamorous,Black,Plain,Long,Skinny,,,,,,Fall/Winter,100% PU Leather,PU Leather,High Stretch,No,Skinny,Elastic Waist,High Waist,,,,,,High Waist PU Leather Skinny Pants,11.0,,,,,
100,swpants04201202161,,1735,33,6,27,4,88,21,115,26,0,0,9,Glamorous,Light Grey,Plain,Cropped,Skinny,,,,,,All,100% PU Leather,PU Leather,High Stretch,No,Skinny,Elastic Waist,High Waist,,,,,,High Waist PU Leather Skinny Pants,7.49,,,,,
101,swpants04201202833,,1735,33,6,27,4,88,21,115,26,1472,363,9,Glamorous,Brown,Plain,Cropped,Skinny,,,,,,All,100% PU Leather,PU Leather,High Stretch,No,Skinny,Elastic Waist,High Waist,,,,,,High Waist PU Leather Skinny Pants,7.49,,,,,
102,swpants04201202577,,1735,33,6,27,4,88,21,115,26,1472,363,9,Glamorous,Green,Plain,Cropped,Skinny,,,,,,All,100% PU Leather,PU Leather,High Stretch,No,Skinny,Elastic Waist,High Waist,,,,,,High Waist PU Leather Skinny Pants,7.49,,,,,
103,swblouse01200930665,,741,6,2,5,2,18,6,34,13,678,160,13,Elegant,Multicolor,"Striped, Polka Dot",Regular,Top,Tie Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Tie Neck Stripe And Polka Dot Blouse,11.0,,,,,
104,swblouse01201107592,,741,6,2,5,2,18,6,34,13,678,160,12,Elegant,Multicolor,Geometric,Regular,Top,Tie Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Tie Neck Geo Print Blouse,9.99,,,,,
105,swtop07201211154,,58,0,0,1,0,3,0,9,3,45,6,3,Casual,Coffee Brown,Plain,Crop,,Strapless,Sleeveless,,Pullovers,Asymmetrical,Summer,"6% Spandex, 94% Cotton",Satin,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Solid Bandana Tube Top,3.0,Asymmetrical,,,,
106,swtop07210105263,,58,0,0,1,0,3,0,9,3,45,6,4,Casual,Black,Plain,Crop,,Strapless,Sleeveless,,Pullovers,Asymmetrical,Summer,"6% Spandex, 94% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Solid Bandana Tube Top,4.0,Asymmetrical,,,,
107,swblouse23200826900,,1394,7,0,2,0,18,7,71,21,1297,362,15,Casual,White,Plain,Regular,Top,Notched,Long Sleeve,Regular Sleeve,Pullovers,Contrast Lace,Spring/Fall,100% Polyester,Cotton,Non-Stretch,No,Regular Fit,,,,,,,,Notched Lace Panel Solid Blouse,13.0,,,,,
108,swblouse23201009670,,1394,7,0,2,0,18,7,71,21,1297,362,7,Casual,Burgundy,Plain,Regular,Top,Notched,Long Sleeve,Regular Sleeve,Pullovers,Contrast Lace,Spring/Fall,100% Polyester,Cotton,Non-Stretch,No,Regular Fit,,,,,,,,Notched Lace Panel Solid Blouse,5.99,,,,,
109,swblouse23201009546,,1394,7,0,0,0,18,7,71,21,1297,362,7,Casual,Black,Plain,Regular,Top,Notched,Long Sleeve,Regular Sleeve,Pullovers,Contrast Lace,Spring/Fall,100% Polyester,Cotton,Non-Stretch,No,Regular Fit,,,,,,,,Notched Lace Panel Solid Blouse,5.99,,,,,
110,swblouse23201030413,,1394,7,0,2,0,18,7,71,21,1297,362,17,Casual,Baby Blue,Plain,Regular,Top,Notched,Long Sleeve,Regular Sleeve,Pullovers,Contrast Lace,Spring/Fall,100% Polyester,Cotton,Non-Stretch,No,Regular Fit,,,,,,,,Notched Lace Panel Solid Blouse,14.0,,,,,
111,swsweatsh07200907449,,203,0,0,1,0,3,0,2,1,198,61,12,Casual,Multicolor,"Letter, Tie Dye",Regular,Pullovers,Asymmetrical Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,SHEIN Letter Graphic Tie Dye Pullover,9.99,,,,,
112,swsweatsh44200904132,,1037,0,0,2,1,13,1,33,9,989,318,15,Casual,Black,"Halloween, Slogan",Crop,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Contrast Mesh",Spring/Summer,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,2 In 1 Skull & Slogan Graphic Drawstring Sweatshirt,12.99,,,,,
113,swsweatsh44201027814,,1037,0,0,2,1,13,1,33,9,989,318,18,Casual,Navy Blue,"Halloween, Slogan",Crop,Pullovers,Hooded,Long Sleeve,Regular Sleeve,,"Drawstring, Contrast Mesh",Spring/Summer,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,2 In 1 Skull & Slogan Graphic Drawstring Hoodie,14.99,,,,,
114,swtee23200821080,,34,0,0,2,0,0,0,1,0,31,3,18,Casual,Black,"Letter, Graphic",Regular,,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,West Coast Car Graphic Oversized Tee,14.99,,,,,
115,swpants07200707797,,2802,32,3,37,11,97,29,2802,761,2509,680,21,,Mocha Brown,Plain,Long,,,,,,Pocket,All,"46% Polyester, 54% Cotton",Cotton,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Solid Slant Pocket Sweatpants,18.0,,,,,
116,swpants07201013767,,2802,32,3,37,11,97,29,127,38,2509,680,21,,Chocolate Brown,Plain,Long,,,,,,Pocket,All,"46% Polyester, 54% Cotton",Cotton,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Solid Slant Pocket Joggers,18.0,,,,,
117,swpants07201013489,,2802,32,3,37,11,97,29,127,38,2509,680,20,,Khaki,Plain,Long,,,,,,Pocket,All,"46% Polyester, 54% Cotton",Cotton,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Solid Slant Pocket Joggers,17.0,,,,,
118,swdress07201223152,,12,12,0,0,0,0,0,1,0,11,0,6,Casual,Lime Green,Floral,Mini,Bodycon,Spaghetti Strap,Sleeveless,,,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Floral Lettuce Trim Bodycon Dress,5.0,Pencil,,,,
119,swouter02200824440,,2188,6,2,18,5,36,11,155,27,1973,578,21,Casual,Apricot,Plain,Crop,Cardigan,V neck,Long Sleeve,Drop Shoulder,,Button Front,Spring/Fall,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Button Front Cardigan,18.0,,,,,
120,swouter02200914842,,2188,6,2,18,5,36,11,155,27,1973,578,21,Casual,Black,Plain,Crop,Coat,V neck,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Button Front Cardigan,18.0,,,,,
121,swouter02200914776,,2188,6,2,18,5,36,11,155,27,1973,578,21,Casual,Lilac Purple,Plain,Crop,Coat,V neck,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Button Front Cardigan,18.0,,,,,
122,swpants23201218515,,0,0,0,0,0,0,0,0,0,0,0,17,Casual,Grey,Letter,Long,Sweatpants,,,,,"Drawstring, Pocket",All,"20% Cotton, 80% Polyester",Cotton,Slight Stretch,No,Loose,Drawstring Waist,High Waist,,,,,,Letter Embroidery Drawstring Waist Wide Leg Sweatpants,14.0,,,,,
123,swtop07210102122,,0,0,0,0,0,0,0,0,0,0,0,3,Sexy,Multicolor,Leopard,Crop,,Strapless,Sleeveless,,Pullovers,Asymmetrical,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Leopard Bandana Top,3.0,Asymmetrical,,,,
124,swpants02200915481,,1310,23,9,19,5,59,14,79,22,1131,301,20,Casual,Black,Plain,Cropped,Skinny,,,,,,Fall/Winter,"40% Polyester, 60% PU Leather",PU Leather,Non-Stretch,No,Skinny,,High Waist,,,,,,Skinny PU Leather Crop Pants,17.0,,,,,
125,swpants02201013250,,1310,23,9,19,5,59,14,79,22,1131,301,20,Casual,Camel,Plain,Cropped,Skinny,,,,,,Fall/Winter,"40% Polyester, 60% PU Leather",PU Leather,Non-Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,Skinny PU Leather Crop Pants,17.0,,,,,
126,swpants02201225160,,1310,23,9,19,5,59,14,79,22,1131,301,21,Casual,Chocolate Brown,Plain,Cropped,Tapered/Carrot,,,,,,Fall/Winter,"40% Polyester, 60% PU Leather",PU Leather,Non-Stretch,No,Regular Fit,,High Waist,,,,,,High Waisted PU Tapered Pants,18.0,,,,,
127,swtop07200316537,,5523,29,9,69,13,196,37,380,98,4850,1215,8,Glamorous,Black,Plain,Crop,Cami,Spaghetti Strap,,,,Contrast Lace,All,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lace Trim Hook and Eye Front Bustier Cami Top,7.0,,,,,
128,swtop07200603869,,5523,29,9,69,13,196,37,380,98,4850,1215,8,Casual,White,Plain,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Button Front",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lace Trim Hook and Eye Front Bustier Cami Top,7.0,,,,,
129,swouter07200921059,,2714,8,3,21,6,69,24,133,46,2483,684,19,Casual,Black,Plain,Regular,Coat,V neck,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,SHEIN Drop Shoulder V-neck Cable Knit Cardigan,16.0,,,,,
130,swouter07200723434,,2714,8,3,21,6,69,24,133,46,2483,684,21,Casual,"Pastel, Baby Blue",Plain,Regular,Cardigan,V neck,Long Sleeve,Batwing Sleeve,,Button Front,Fall/Winter,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,SHEIN Buttoned Front Drop Shoulder Cable Knit Cardigan,18.0,,,,,
131,swouter07200723139,,2714,8,3,21,6,69,24,133,46,2483,684,21,Casual,Khaki,Plain,Regular,Coat,V neck,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,SHEIN Buttoned Front Drop Shoulder Cable Knit Cardigan,18.0,,,,,
132,swouter07200723926,,2714,8,3,21,6,69,24,133,46,2483,684,21,Casual,White,Plain,Regular,Coat,V neck,Long Sleeve,Batwing Sleeve,,Button Front,Fall/Winter,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,SHEIN Buttoned Front Drop Shoulder Cable Knit Cardigan,18.0,,,,,
133,swdress42201208828,,3,0,0,0,0,0,0,0,0,3,0,19,Boho,Multicolor,"Tribal, Scarf Print",Short,A Line,V neck,Three Quarter Length Sleeve,Flounce Sleeve,,"Drawstring, Button Front",Spring/Summer,100% Rayon,Rayon,Non-Stretch,No,Regular Fit,,High Waist,,,,,,SBetro Button Front Tie Waist Scarf Print Dress,16.0,Straight,,,,
134,swskirt04201205020,,201,2,0,3,0,11,2,23,3,162,22,14,Elegant,Dusty Pink,Plain,Mini,Straight,,,,,"Belted, Frill, Zipper, Paper Bag Waist",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,,,High Waist,,,,,,Paperbag Waist Belted Cord Skirt,12.0,,,,,
135,swskirt04201022116,,201,2,0,3,0,11,2,23,3,162,22,14,Elegant,Apricot,Plain,Mini,Straight,,,,,"Belted, Frill, Zipper, Paper Bag Waist",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,,,High Waist,,,,,,Paperbag Waist Belted Cord Skirt,12.0,,,,,
136,swskirt04201130463,,201,2,0,3,0,11,2,23,3,162,22,11,Elegant,Navy Blue,Plain,Mini,Straight,,,,,"Belted, Frill, Zipper, Paper Bag Waist",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,,,High Waist,,,,,,Paperbag Waist Belted Cord Skirt,9.49,,,Yes,,
137,swskirt04201130687,,201,2,0,3,0,11,2,23,3,162,22,14,Elegant,Burgundy,Plain,Mini,Straight,,,,,"Belted, Frill, Zipper, Paper Bag Waist",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,,,High Waist,,,,,,Paperbag Waist Belted Cord Skirt,12.0,,,Yes,,
138,swskirt04201130702,,201,2,0,3,0,11,2,23,3,162,22,14,Elegant,Black,Plain,Mini,Straight,,,,,"Belted, Frill, Zipper, Paper Bag Waist",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,,,High Waist,,,,,,Paperbag Waist Belted Cord Skirt,12.0,,,Yes,,
139,swskirt04201205589,,201,2,0,3,0,11,2,23,3,162,22,9,Elegant,Rose Red,Plain,Mini,Straight,,,,,"Belted, Frill, Zipper, Paper Bag Waist",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,,,High Waist,,,,,,Paperbag Waist Belted Cord Skirt,7.99,,,,,
140,swsweatsh04201110657,,3,0,0,0,0,0,0,0,0,3,0,12,Casual,Black,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Regular Sleeve,,"Contrast Mesh, Frill",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Frill Trim Mesh Sleeve Sweatshirt,10.0,,,,,
141,swbodysui07201125659,,449,2,0,4,0,15,2,23,3,406,75,9,Basics,Black,Plain,,Tee,Round Neck,Long Sleeve,Regular Sleeve,,,Spring/Fall,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Solid Tee Bodysuit,8.0,,,,,
142,swbodysui07201029967,,449,2,0,4,0,15,2,23,3,406,75,8,Basics,White,Plain,,Tee,Round Neck,Long Sleeve,Regular Sleeve,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Solid Tee Bodysuit,7.0,,,,,
143,swbodysui07201125452,,449,2,0,4,0,15,2,23,3,406,75,4,Casual,Khaki,Plain,,Tee,Round Neck,Long Sleeve,Regular Sleeve,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Solid Tee Bodysuit,3.99,,,,,
144,swbodysui07201125913,,449,2,0,4,0,15,2,23,3,406,75,10,Casual,"Pastel, Lilac Purple",Plain,,Tee,Round Neck,Long Sleeve,Regular Sleeve,,,Spring,"7% Spandex, 93% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Solid Tee Bodysuit,9.0,,,,,
145,swvest07200620534,,558,21,3,16,5,25,9,26,7,470,133,9,Sexy,White,Plain,Crop,Cami,Spaghetti Strap,,,,"Chain, Contrast Mesh, Sheer",Summer,"5% Spandex, 95% Polyester",Mesh,Non-Stretch,No,Slim Fit,,,,Yes,,,,SHEIN Chain Strap Sheer Mesh Bustier Cami Top,8.0,,,,,
146,swtop07201229346,,0,0,0,0,0,0,0,0,0,0,0,4,Casual,Multicolor,Letter,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Sheer",Spring/Summer,100% Polyester,Mesh,Slight Stretch,Yes,Slim Fit,,,,,,,,SHEIN Lettuce Edge Graphic Mesh Top,4.0,,,,,
147,swsweatsh04201125767,,349,2,0,3,0,4,0,16,1,326,44,9,Casual,Yellow,Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Slogan Graphic Drop Shoulder Sweatshirt,7.49,,,,,
148,swsweatsh04200831738,,349,2,0,3,0,4,0,16,1,326,44,12,Casual,Black,Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Slogan Graphic Drop Shoulder Sweatshirt,9.99,,,,,
149,swsweatsh04201119124,,349,2,0,3,0,4,0,16,1,326,44,7,Casual,"Pastel, Baby Pink",Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Slogan Graphic Drop Shoulder Sweatshirt,5.99,,,,,
150,swsweatsh04201119112,,349,2,0,3,0,4,0,16,1,326,44,8,Casual,White,Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Slogan Graphic Drop Shoulder Thermal Sweatshirt,6.99,,,,,
151,swsweatsh04201125064,,349,2,0,3,0,4,0,16,1,326,44,8,Casual,Dark Grey,Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Slogan Graphic Drop Shoulder Thermal Sweatshirt,7.0,,,,,
152,swskirt07200605004,,2116,11,1,8,3,38,10,125,33,1934,620,6,Boho,Mint Green,Ditsy Floral,Mini,Straight,,,,,Lettuce Trim,Summer,100% Polyester,Mesh,Slight Stretch,No,,,Natural,,,,,,SHEIN Lettuce Trim Ditsy Floral Mesh Skirt,5.0,,,,,
153,swpants04200730634,,5650,131,21,171,24,366,65,538,116,4445,917,17,,Grey,Plain,Long,,,,,,Pocket,,"50% Polyester, 50% Cotton",Cotton,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Slant Pocket Solid Pants,14.0,,,,,
154,swpants04200622717,,5650,131,21,171,24,366,65,538,116,4445,917,18,,Apricot,Plain,Long,,,,,,Pocket,,"50% Polyester, 50% Cotton",Cotton,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Solid Carrot Pants,15.0,,,,,
155,swpants04200730938,,5650,131,21,171,24,366,65,538,116,4445,917,18,,Royal Blue,Plain,Long,,,,,,Pocket,All,"50% Polyester, 50% Cotton",Cotton,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,High Waist Solid Sweatpants,15.0,,,,,
156,swpants04200903206,,5650,131,21,171,24,366,65,538,116,4445,917,17,,Navy Blue,Plain,Cropped,,,,,,Pocket,All,"50% Polyester, 50% Cotton",Cotton,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Solid Elastic Waist Sweatpants,14.0,,,,,
157,swpants04200903219,,5650,131,21,171,24,366,65,538,116,4445,917,10,,Burgundy,Plain,Cropped,,,,,,Pocket,All,"50% Polyester, 50% Cotton",Cotton,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Solid Elastic Waist Sweatpants,9.0,,,,,
158,swpants04200903891,,5650,131,21,171,24,366,65,0,0,4445,917,10,,Mocha Brown,Plain,Cropped,,,,,,Pocket,All,"50% Polyester, 50% Cotton",Cotton,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Solid Elastic Waist Sweatpants,9.0,,,,,
159,swsweatsh07201209921,,0,0,0,0,0,0,0,0,0,0,0,24,Sporty,"Pastel, Dusty Pink",Slogan,Regular,Pullovers,Hooded,Long Sleeve,Raglan Sleeve,,"Drawstring, Pocket",Spring,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN 1pc Slogan Graphic Drawstring Hoodie,19.99,,,,,
160,swsweatsh07201211862,,0,0,0,0,0,0,0,0,0,0,0,18,Casual,Black and White,Colorblock,Crop,Half Placket,Polo,Long Sleeve,Drop Shoulder,,Button Front,Spring/Summer,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Two Tone Polo Sweatshirt,14.99,,,,,
