,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Top Type,Placket,Belt,Hem Shaped,Arabian Clothing
315,swblouse23201112950,Contrast Lace Scallop Trim Keyhole Back Blouse,6.99,2,0,0,0,0,0,0,0,0,2,0,8,Elegant,Black,Plain,Long,Top,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Contrast Lace, Scallop, Ruffle Neck",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
316,swdress07201114387,SHEIN Bishop Sleeve Self Belted Pom Pom Detail Dress,6.99,9,0,0,0,0,1,0,2,0,8,0,8,Elegant,Black,Plain,Short,Tunic,Round Neck,Long Sleeve,Bishop Sleeve,,"Belted, Pom Pom, Rib-Knit",Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,Natural,,,,,,,,Yes,Straight,
317,swtwop23201110122,Zip Up Crop Top With Plaid Print Pleated Skirt,17.0,97,1,0,4,0,3,0,5,0,84,15,20,Sexy,Multicolor,Plaid,,,Notched,Long Sleeve,Regular Sleeve,,"Pleated, Zipper, Rib-Knit",Summer,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,Skirt,Tee,,,,
318,swtwop23210107097,Zip Up Crop Top With Plaid Print Pleated Skirt,17.0,97,1,0,4,0,3,0,5,0,84,15,20,Sexy,Multicolor,Plaid,,,Notched,Long Sleeve,Regular Sleeve,,"Pleated, Zipper, Rib-Knit",Summer,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,Skirt,Tee,,,,
319,swvest07200924505,SHEIN Asymmetrical Hem Velvet Bustier Tank Top,5.0,75,0,0,0,0,0,0,4,2,71,13,6,Elegant,Black,Plain,Crop,Tank,Scoop Neck,,,,Asymmetrical,Fall/Winter,"5% Spandex, 95% Polyester",Velvet,Slight Stretch,No,Slim Fit,,,,,,,,,,,Asymmetrical,
320,swtwop07201111077,SHEIN Drop Shoulder Waffle Knit Tee & Drawstring Leggings Set,9.49,243,6,0,3,3,6,1,14,2,214,29,11,Casual,Black,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,"Drawstring, Knot",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Leggings,Tee,,,,
321,swtwop07200924148,SHEIN Drop Shoulder Waffle Knit Tee & Drawstring Leggings Set,14.0,243,6,0,3,3,6,1,14,2,214,29,17,Casual,Grey,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,Drawstring,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Leggings,Sweatshirt,,,,
322,swtwop07201111623,SHEIN Drop Shoulder Waffle Knit Tee & Drawstring Leggings Set,9.49,243,6,0,3,3,6,1,14,2,214,29,11,Casual,Rust Brown,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,"Drawstring, Knot",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Leggings,Tee,,,,
323,swtwop07201111018,SHEIN Drop Shoulder Waffle Knit Tee & Drawstring Leggings Set,10.99,243,6,0,3,3,6,1,14,2,214,29,13,Casual,Mocha Brown,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,Drawstring,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Leggings,Tee,,,,
324,swdress07201202528,SHEIN Off Shoulder Lettuce Trim Ditsy Floral Dress,7.0,101,0,0,1,1,0,0,3,1,98,10,8,Boho,Black,Ditsy Floral,Short,Bodycon,Off the Shoulder,Short Sleeve,Regular Sleeve,,Lettuce Trim,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
325,swtee07201117642,SHEIN Lettuce Trim Rib-knit Form Fitted Tee,4.99,245,1,1,0,0,5,0,12,5,228,44,6,Elegant,Black,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
326,swtee07201120040,SHEIN Lettuce Trim Rib-knit Form Fitted Tee,4.99,245,1,1,0,0,5,0,12,5,228,44,6,Casual,White,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
327,swouter07201013967,SHEIN Flap Pocket Patched Drop Shoulder Plaid Coat,14.0,15,0,0,0,0,1,0,0,0,14,1,17,Preppy,Multicolor,Plaid,Short,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
328,swouter23201104180,Lapel Neck Solid Pea Coat,21.0,306,306,51,3,0,11,4,14,0,279,47,25,Casual,Khaki,Plain,Short,Pea Coat,Lapel,Long Sleeve,Regular Sleeve,,Double Button,Fall/Winter,"65% Cotton, 35% Polyester",Wool-Mix Fabric,Slight Stretch,No,Regular Fit,,,,,,,,,Double Breasted,,,
329,swouter23201126088,Lapel Neck Solid Pea Coat,21.0,306,0,0,3,0,11,4,14,0,279,47,25,Casual,Burgundy,Plain,Short,Pea Coat,Lapel,Long Sleeve,Regular Sleeve,,Double Button,Fall/Winter,"65% Cotton, 35% Polyester",Wool-Mix Fabric,Slight Stretch,No,Regular Fit,,,,,,,,,Double Breasted,,,
330,swdress02201123291,Solid Button Through Babydoll Dress Without Belt,19.0,39,0,0,0,0,1,0,1,0,38,4,23,Cute,Black,Plain,Mini,Smock,Collar,Long Sleeve,Regular Sleeve,,"Ruffle Hem, Button Front",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,,,Flounce,
331,swblouse03201016235,Frill Neck Pleated Button Up Blouse,14.0,403,2,0,1,0,4,0,13,5,383,68,17,Elegant,White,Plain,Long,Shirt,Stand Collar,Long Sleeve,Bishop Sleeve,Placket,"Ruffle, Frill, Pleated",Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
332,swvest07201114765,SHEIN Contrast Lace Lettuce Trim Cami Top,6.0,161,0,0,0,0,5,0,22,0,136,10,7,Elegant,Black,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
333,swvest07201207692,SHEIN Contrast Lace Lettuce Trim Cami Top,6.0,161,0,0,0,0,5,0,22,0,136,10,7,Elegant,White,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
334,swvest07201207399,SHEIN Contrast Lace Lettuce Trim Cami Top,6.0,161,0,0,0,0,5,0,22,0,136,10,7,Elegant,Burgundy,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim, Rib-Knit, Ruched Bust",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
335,swsweater02201130338,Colorblock Drop Shoulder Sweater,26.0,30,0,0,1,0,1,0,2,1,26,3,31,Casual,Multicolor,Colorblock,Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,,,,,
336,swtop07201112020,SHEIN Drawstring Knot Side Allover Print Bandeau Top,4.0,100,0,0,0,0,1,0,4,0,95,18,4,Casual,Brown,All Over Print,Crop,,Strapless,Sleeveless,,Pullovers,"Drawstring, Knot, Ruched",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
337,swvest07201120141,SHEIN Letter Graphic Rib-knit Tank Top,5.0,47,0,0,0,0,0,0,0,0,47,6,6,Casual,White,Letter,Crop,Tank,Scoop Neck,,,,Rib-Knit,Summer,"92% Rayon, 8% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
338,swtee07201028395,SHEIN Buttoned Cuff Top,5.99,39,1,0,0,0,0,0,1,0,37,6,7,Elegant,Black,Plain,Regular,,Round Neck,Long Sleeve,Bishop Sleeve,Pullovers,Button,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
339,swtee07201012094,SHEIN Contrast Tipping Rib-knit Crop Top,3.49,441,3,1,4,2,10,2,27,7,401,130,4,Casual,Black,,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Rib-Knit, Contrast Binding",Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
340,swtee07200914920,SHEIN Contrast Tipping Rib-knit Crop Top,4.99,441,3,1,4,2,10,2,27,7,401,130,6,Elegant,White,,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Rib-Knit, Contrast Binding",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
341,swblouse44201029907,Allover Leaf Print Surplice Front Peplum Blouse,9.0,351,2,0,3,0,2,1,19,6,325,78,10,Casual,Green,"Plants, All Over Print",Regular,Peplum,V neck,Long Sleeve,Batwing Sleeve,Pullovers,"Ruffle Hem, Wrap",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
342,swblouse44200928233,Allover Leaf Print Surplice Front Peplum Blouse,9.0,351,2,0,3,0,2,1,19,6,325,78,10,Casual,Red and White,All Over Print,Regular,Peplum,V neck,Long Sleeve,Batwing Sleeve,Pullovers,"Ruffle Hem, Wrap",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
343,swsweatsh23201008115,Graphic Print Colorblock Drop Shoulder Sweatshirt,12.99,172,0,0,0,0,5,1,7,1,162,25,15,Casual,Black,Graphic,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
344,swvest07201126281,SHEIN Chinese Dragon Print Tank Top,4.0,86,1,0,1,1,2,0,5,1,79,12,4,Casual,Black,Animal,Crop,Tank,Stand Collar,,,,,Spring/Fall,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
345,swleg07201027094,SHEIN Wide Waistband Contrast Piping Leggings,9.0,27,0,0,1,0,0,0,1,0,26,3,10,Sporty,Navy Blue,,Cropped,Regular,,,,,Contrast Binding,All,"90% Nylon, 10% Spandex",Nylon,Slight Stretch,No,,,,,,,,,,,,,Yes
346,swjacket07201004930,SHEIN Drop Shoulder Gingham Zip Up Teddy Jacket,12.0,9,0,0,0,0,0,0,0,0,9,0,14,Casual,Multicolor,Gingham,Regular,Teddy,Collar,Long Sleeve,Drop Shoulder,,Zipper,Winter,100% Polyester,Shearling,Non-Stretch,No,Regular Fit,,,,,,,,,Zipper,,,
347,swtop04201120128,Allover Pattern Sweater Vest,9.0,68,0,0,0,0,0,0,2,0,67,7,10,Casual,Multicolor,All Over Print,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"22% Nylon, 28% Polyester, 50% Viscose",Viscose,High Stretch,No,Regular Fit,,,,,,,,,,,,
348,swtop04201215783,Allover Pattern Sweater Vest,8.0,68,0,0,0,0,0,0,2,0,67,7,9,Casual,Multicolor,All Over Print,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"22% Nylon, 28% Polyester, 50% Viscose",Viscose,High Stretch,No,Regular Fit,,,,,,,,,,,,
349,swtop04201215084,Allover Pattern Sweater Vest,9.0,68,0,0,0,0,0,0,2,0,67,7,10,Casual,Multicolor,All Over Print,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"22% Nylon, 28% Polyester, 50% Viscose",Viscose,High Stretch,No,Regular Fit,,,,,,,,,,,,
350,swtop04201215637,Allover Pattern Sweater Vest,9.0,68,0,0,0,0,0,0,2,0,67,7,10,Casual,Multicolor,All Over Print,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,"22% Nylon, 28% Polyester, 50% Viscose",Viscose,High Stretch,No,Regular Fit,,,,,,,,,,,,
351,swvest07201023914,SHEIN Lace Trim Cow Print Cami Top,5.0,265,1,0,1,0,2,0,14,5,248,60,6,Elegant,Black and White,Animal,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
352,swouter07201105307,SHEIN Collared Flap Pocket Front Buckle Belted Cord Coat,13.0,402,3,1,4,1,6,0,8,2,384,101,15,Casual,Beige,Plain,Short,Other,Collar,Long Sleeve,Drop Shoulder,,"Belted, Pocket, Button Front",Fall/Winter,"5% Nylon, 95% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,Yes,,
353,swouter07200708359,SHEIN Collared Flap Pocket Front Buckle Belted Cord Coat,9.49,402,3,1,4,1,6,0,8,2,384,101,11,Casual,Brown,Plain,Short,Other,Collar,Long Sleeve,Drop Shoulder,,"Belted, Pocket, Button Front",Fall/Winter,"5% Nylon, 95% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,Yes,,
354,swouter07201105755,SHEIN Collared Flap Pocket Front Buckle Belted Cord Coat,17.0,402,3,1,4,1,6,0,8,2,384,101,20,Casual,Chocolate Brown,Plain,Short,Other,Collar,Long Sleeve,Drop Shoulder,,"Belted, Pocket, Button Front",Fall/Winter,"5% Nylon, 95% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,Yes,,
355,swouter07201105394,SHEIN Collared Flap Pocket Front Buckle Belted Cord Coat,13.49,402,3,1,4,1,6,0,8,2,384,101,16,Casual,Black,Plain,Short,Other,Collar,Long Sleeve,Drop Shoulder,,"Belted, Pocket, Button Front",Fall/Winter,"5% Nylon, 95% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,Yes,,
356,swdress01201031994,Turtleneck Cable Knit Dress Without Belt,16.0,1183,32,9,22,5,89,23,133,43,908,246,19,Casual,Black,Plain,Mini,,High Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,"Slight Stretch, High Stretch",No,Regular Fit,,Natural,,,,,,,,,Straight,
357,swdress01200916753,Turtleneck Cable Knit Sweater Dress Without Belt,16.0,1183,32,9,22,5,89,23,133,43,908,246,19,Casual,Khaki,Plain,Mini,,High Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,Natural,,,,,,,,,Straight,
358,swdress01201031306,Turtleneck Cable Knit Dress Without Belt,16.0,1183,32,9,22,5,89,23,133,43,908,246,19,Casual,Burgundy,Plain,Mini,,High Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,"Slight Stretch, High Stretch",No,Regular Fit,,Natural,,,,,,,,,Straight,
359,swdress01201031763,Turtleneck Cable Knit Dress Without Belt,8.0,1183,32,9,22,5,89,23,133,43,908,246,0,Casual,"Pink, Pastel",Plain,Mini,,High Neck,Long Sleeve,Drop Shoulder,,,Winter,100% Acrylic,Acrylic,"Slight Stretch, High Stretch",No,Regular Fit,,Natural,,,,,,,,,Straight,
360,swsweater23201106725,High Neck Houndstooth Pattern Sweater,14.0,14,0,0,0,0,0,0,0,0,4,8,17,Casual,Black and White,Houndstooth,Regular,Pullovers,Funnel Neck,Long Sleeve,Drop Shoulder,Pullovers,,Winter,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,,,,,
361,swskirt07201015591,SHEIN Plaid Flare Hem Mini Skirt,6.0,821,8,1,8,0,15,0,62,25,728,205,7,Preppy,Multicolor,Plaid,Mini,Flared,,,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,,,,,
362,swpants07201026778,SHEIN Plaid Flare Leg Pants,6.0,28,0,0,1,0,0,0,1,0,28,11,7,Vintage,Black and White,Plaid,Long,Flare Leg,,,,,,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
363,swdress23200831837,Allover Floral Print Shirred Waist A-line Dress,11.0,4852,26,2,26,5,70,22,299,76,4431,1248,13,Elegant,Multicolor,"Floral, All Over Print",Short,A Line,Stand Collar,Long Sleeve,Flounce Sleeve,,"Ruffle, Frill, Shirred",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,,,Flared,
364,swdress23200928714,Allover Floral Print Shirred Waist A-line Dress,13.0,4852,26,2,26,5,70,22,0,0,4431,1248,15,Elegant,Burgundy,"Floral, All Over Print",Short,A Line,Stand Collar,Long Sleeve,Flounce Sleeve,,"Ruffle, Frill, Shirred",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,,,Flared,
365,swvest07201107530,SHEIN Contrast Lace Leopard Print Cami Top,5.0,171,1,0,0,0,2,0,4,2,165,28,6,Elegant,Multicolor,Leopard,Crop,Cami,Spaghetti Strap,,,,Contrast Lace,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
366,swtee07200923053,SHEIN Lettuce Trim Knot Front Rib-knit Tee,4.99,4226,30,5,61,7,177,41,283,71,3679,903,6,Casual,Black,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Lettuce Trim, Rib-Knit",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
367,swtee07200828813,SHEIN Lettuce Trim Knot Front Rib-knit Tee,4.99,4226,30,5,61,7,177,41,283,71,3679,903,6,Casual,White,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Lettuce Trim, Rib-Knit",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
368,swtee07200923897,SHEIN Lettuce Trim Knot Front Rib-knit Tee,4.99,4226,30,5,61,7,177,41,283,71,3679,903,6,Casual,Burgundy,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Lettuce Trim, Rib-Knit",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
369,swtee07201016962,SHEIN Lettuce Trim Knot Front Rib-knit Tee,4.99,4226,30,5,61,7,177,41,283,71,3679,903,6,Casual,Grey,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Lettuce Trim, Rib-Knit",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
370,swtee07201016027,SHEIN Lettuce Trim Knot Front Rib-knit Tee,4.99,4226,30,5,61,7,177,41,283,71,3679,903,6,Casual,Khaki,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Lettuce Trim, Rib-Knit",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
371,swsweater23201105735,Turtleneck Drop Shoulder Argyle Pattern Sweater,12.49,11,0,0,1,1,0,0,0,0,10,0,15,Casual,Multicolor,Geometric,Regular,Pullovers,Funnel Neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
372,swdress07201030445,SHEIN Cowl Neck Velvet Dress,8.0,202,0,0,2,1,1,0,4,1,195,27,9,Glamorous,Maroon,Plain,Short,Bodycon,"Spaghetti Strap, Cowl Neck",Sleeveless,,,,All,"5% Spandex, 95% Polyester",Velvet,Slight Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
373,swdress07201210602,SHEIN Cowl Neck Velvet Bodycon Dress,7.0,202,0,0,2,1,1,0,202,29,195,27,8,Glamorous,Black,Plain,Short,Bodycon,"Spaghetti Strap, Cowl Neck",Sleeveless,,,,All,"8% Spandex, 92% Polyester",Velvet,Slight Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
374,swdress07201210075,SHEIN Cowl Neck Velvet Dress,9.0,202,0,0,2,1,1,0,4,1,195,27,10,Glamorous,Teal Blue,Plain,Short,Bodycon,"Spaghetti Strap, Cowl Neck",Sleeveless,,,Draped,All,"10% Spandex, 90% Polyester",Velvet,Slight Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
375,swtwop04201031971,Half Zip Drop Shoulder Sweatshirt & Pants Set,15.0,6,0,0,0,0,0,0,0,0,6,0,18,Casual,Baby Blue,,,,Funnel Neck,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,Sweatpants,Sweatshirt,,,,
376,swskirt23201110620,High Waisted Split Thigh Skirt,11.0,239,2,0,0,0,5,1,12,2,221,26,13,Elegant,Brown,Plain,Long,Slit,,,,,Split Thigh,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,,,,,
377,swsweatsh04201023530,Drop Shoulder Letter Graphic Sweatshirt,12.99,119,0,0,0,0,0,0,4,0,115,19,15,Casual,Khaki,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
378,swjumpsui07201027227,SHEIN Drop Shoulder Belted Tartan Shirt Jumpsuit,11.49,19,0,0,0,0,0,0,0,0,19,3,13,Preppy,Black and White,Tartan,Capris,Shirt,Collar,Long Sleeve,Drop Shoulder,,"Belted, Button Front",Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,Regular Fit,,Natural,,,,,,,,Yes,,
379,swsweater07201109839,SHEIN Drop Shoulder Scallop Hem Sweater,8.49,6,0,0,0,0,0,0,2,0,5,0,10,Casual,Violet Purple,Striped,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,"Scallop, Contrast Binding",Spring/Fall,"70% Acrylic, 30% Polyester",Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
380,swvest07200916663,SHEIN Ditsy Floral Lettuce Trim Cami Top,4.0,412,2,1,4,0,17,6,22,6,367,111,4,Boho,Multicolor,Ditsy Floral,Crop,Cami,Spaghetti Strap,,,,"Frill, Lettuce Trim, Ruched Bust",Summer,"1% Spandex, 99% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
381,swsweatsh07201102966,SHEIN O-ring Zip Half Placket Teddy Sweatshirt,10.99,10,0,0,0,0,0,0,0,0,11,0,13,Casual,Black,Plain,Regular,Half Placket,Funnel Neck,Long Sleeve,Drop Shoulder,,"Pocket, Zipper",Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
382,swouter03201019849,Single Breasted Lapel Collar Teddy Coat,23.0,42,0,0,1,0,2,1,2,1,37,8,27,Elegant,Beige,Plain,Short,Teddy,Lapel,Long Sleeve,Regular Sleeve,,"Pocket, Button Front",Winter,100% Polyester,Shearling,Non-Stretch,No,Regular Fit,,,,Yes,,,,,Single Breasted,,,
383,swjacket44201024224,Plaid Print Single Breasted Teddy Jacket,18.0,69,0,0,0,0,1,0,3,0,65,15,21,Casual,Multicolor,Plaid,Regular,Teddy,Collar,Long Sleeve,Regular Sleeve,,"Pocket, Button Front",Winter,100% Polyester,Shearling,Non-Stretch,No,Regular Fit,,,,Yes,,,,,Single Breasted,,,
384,swjacket44201207813,Gingham Single Breasted Teddy Jacket,19.0,69,0,0,0,0,1,0,3,0,65,15,23,Casual,Black and White,Gingham,Regular,Teddy,Collar,Long Sleeve,Regular Sleeve,,"Pocket, Button Front",Winter,100% Polyester,Shearling,Non-Stretch,No,Regular Fit,,,,Yes,,,,,Single Breasted,,,
385,swsweater04201017631,Drop Shoulder Oversize Sweater,20.0,256,1,1,3,1,4,1,13,3,235,41,24,Casual,Multicolor,,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
386,swsweater04201116301,Drop Shoulder Oversize Sweater,18.0,256,1,1,3,1,4,1,13,3,235,41,21,Casual,Dusty Pink,,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
387,swsweater04201116321,Drop Shoulder Oversize Sweater,20.0,256,1,1,3,1,4,1,13,3,235,41,24,Casual,Multicolor,,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
388,swsweater04201116000,Drop Shoulder Oversize Sweater,20.0,256,1,1,3,1,4,1,13,3,235,41,24,Casual,Burgundy,,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Winter,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
389,swpants04201029819,Curvy High Waist Ripped Skinny Jeans,19.0,106,1,0,1,0,1,0,7,2,96,10,23,,Black,Plain,Long,"Skinny, Curvy",,,,,"Ripped, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,,,,,
390,swpants04201224215,Curvy High Waist Ripped Skinny Jeans,19.0,106,1,0,1,0,1,0,7,2,96,10,23,,White,Plain,Long,"Skinny, Curvy",,,,,"Ripped, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,,,,,
391,swpants04201224652,Curvy High Waist Ripped Skinny Jeans,19.0,106,1,0,1,0,1,0,7,2,96,10,23,,Khaki,Plain,Long,"Skinny, Curvy",,,,,"Ripped, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,,,,,
392,swsweatsh44201028082,Patched Drop Shoulder Oversized Sweatshirt,19.99,52,0,0,0,0,0,0,3,1,49,7,24,Casual,Beige,Plain,Regular,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Patched, Zipper",Fall/Winter,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,,,,,
